order_id,session_id,customer_id,order_date,order_value,order_status,cancel_reason,cancelled_by,delivered_time
759,2430,445,2025-02-18,463.0,cancelled,items_unavailable,seller,
760,2434,894,2025-05-03,61.0,delivered,,,2025-05-03 15:44:00
761,2440,12,2025-03-16,1144.0,delivered,,,2025-03-16 12:35:00
762,2444,771,2025-01-03,1454.0,delivered,,,2025-01-03 14:57:00
763,2452,1100,2025-04-25,1416.0,cancelled,payment_failed,system,
764,2456,801,2025-05-19,374.0,delivered,,,2025-05-19 07:38:00
765,2464,661,2025-03-03,507.0,cancelled,changed_mind,customer,
766,2465,502,2025-01-02,154.0,delivered,,,2025-01-02 16:34:00
767,2469,708,2025-02-23,412.0,delivered,,,2025-02-23 10:37:00
768,2475,574,2025-01-31,888.0,delivered,,,2025-01-31 17:37:00
769,2477,1119,2025-04-20,0,cancelled,items_unavailable,system,
770,2479,89,2025-06-05,701.0,delivered,,,2025-06-05 23:53:00
771,2481,818,2025-05-15,1374.0,delivered,,,2025-05-15 10:28:00
772,2483,557,2025-02-19,255.0,delivered,,,2025-02-19 15:37:00
773,2487,997,2025-03-02,59.0,delivered,,,2025-03-02 20:58:00
774,2488,1018,2025-02-27,311.0,delivered,,,2025-02-27 08:10:00
775,2489,995,2025-04-20,311.0,delivered,,,2025-04-20 18:05:00
776,2490,968,2025-06-20,159.0,delivered,,,2025-06-20 07:27:00
777,2494,1161,2025-01-13,1044.0,delivered,,,2025-01-13 10:26:00
778,2499,31,2025-05-27,156.0,delivered,,,2025-05-27 18:07:00
779,2500,468,2025-04-13,1078.0,delivered,,,2025-04-13 16:23:00
780,2503,211,2025-04-26,1669.0,delivered,,,2025-04-26 08:46:00
781,2509,1106,2025-03-10,1386.0,delivered,,,2025-03-10 18:17:00
782,2518,145,2025-02-28,1562.0,delivered,,,2025-02-28 10:13:00
783,2524,515,2025-01-30,118.0,delivered,,,2025-01-30 20:09:00
784,2526,561,2025-04-17,279.0,delivered,,,2025-04-17 21:10:00
785,2529,452,2025-02-26,251.0,delivered,,,2025-02-26 07:06:00
786,2530,721,2025-01-13,714.0,delivered,,,2025-01-13 20:49:00
787,2531,100,2025-04-18,1636.0,delivered,,,2025-04-18 10:28:00
788,2535,180,2025-04-25,448.0,delivered,,,2025-04-25 22:59:00
789,2536,444,2025-05-26,296.0,delivered,,,2025-05-26 20:53:00
790,2537,577,2025-03-30,1023.0,delivered,,,2025-03-30 23:45:00
791,2539,706,2025-06-23,848.0,delivered,,,2025-06-23 07:30:00
792,2542,827,2025-06-09,163.0,delivered,,,2025-06-09 11:13:00
793,2545,655,2025-02-26,512.0,delivered,,,2025-02-26 11:00:00
794,2546,975,2025-05-13,36.0,delivered,,,2025-05-13 19:42:00
795,2547,446,2025-04-05,786.0,delivered,,,2025-04-05 18:45:00
796,2549,864,2025-03-02,115.0,delivered,,,2025-03-02 21:38:00
797,2552,771,2025-05-26,924.0,delivered,,,2025-05-26 13:11:00
798,2554,118,2025-06-12,667.0,delivered,,,2025-06-12 06:55:00
799,2561,362,2025-01-09,849.0,delivered,,,2025-01-09 09:45:00
800,2562,1012,2025-05-22,1290.0,delivered,,,2025-05-22 09:56:00
801,2563,199,2025-01-18,87.0,delivered,,,2025-01-18 21:13:00
802,2565,11,2025-03-12,1127.0,delivered,,,2025-03-12 19:32:00
803,2570,1060,2025-03-13,1728.0,delivered,,,2025-03-13 13:29:00
804,2573,946,2025-01-06,0,cancelled,substitute_rejected,customer,
805,2578,51,2025-03-08,472.0,delivered,,,2025-03-08 16:47:00
806,2579,1008,2025-02-12,341.0,delivered,,,2025-02-12 12:03:00
807,2584,280,2025-04-08,120.0,delivered,,,2025-04-08 16:36:00
808,2589,1084,2025-05-16,240.0,delivered,,,2025-05-16 13:49:00
809,2590,109,2025-03-16,0,cancelled,items_unavailable,system,
810,2591,714,2025-04-22,786.0,delivered,,,2025-04-22 10:53:00
811,2600,782,2025-04-24,508.0,delivered,,,2025-04-24 13:54:00
812,2606,471,2025-01-21,1154.0,delivered,,,2025-01-21 19:10:00
813,2608,70,2025-04-12,966.0,delivered,,,2025-04-12 22:46:00
814,2610,1162,2025-01-15,270.0,delivered,,,2025-01-16 00:47:00
815,2615,523,2025-02-10,777.0,delivered,,,2025-02-10 09:05:00
816,2618,761,2025-05-10,309.0,delivered,,,2025-05-10 15:19:00
817,2619,901,2025-05-25,345.0,delivered,,,2025-05-25 11:55:00
818,2625,691,2025-05-14,115.0,cancelled,payment_failed,system,
819,2626,601,2025-06-03,741.0,cancelled,changed_mind,customer,
820,2629,248,2025-04-26,1311.0,delivered,,,2025-04-26 09:34:00
821,2630,269,2025-06-14,820.0,delivered,,,2025-06-14 13:17:00
822,2631,556,2025-02-25,1044.0,delivered,,,2025-02-25 21:37:00
823,2636,504,2025-04-08,578.0,delivered,,,2025-04-08 07:50:00
824,2640,292,2025-03-19,700.0,delivered,,,2025-03-19 23:06:00
825,2641,157,2025-06-07,902.0,delivered,,,2025-06-07 15:13:00
826,2652,883,2025-03-31,324.0,delivered,,,2025-03-31 21:00:00
827,2655,387,2025-03-03,352.0,delivered,,,2025-03-03 15:44:00
828,2658,741,2025-06-24,764.0,cancelled,late_delivery,customer,
829,2659,260,2025-05-30,393.0,delivered,,,2025-05-30 09:02:00
830,2663,1174,2025-03-29,833.0,delivered,,,2025-03-29 20:05:00
831,2667,486,2025-05-17,547.0,delivered,,,2025-05-17 12:33:00
832,2677,879,2025-02-02,1552.0,delivered,,,2025-02-02 09:50:00
833,2678,1125,2025-04-30,37.0,delivered,,,2025-04-30 16:32:00
834,2680,35,2025-06-15,522.0,delivered,,,2025-06-15 09:24:00
835,2681,597,2025-06-24,1112.0,delivered,,,2025-06-24 07:10:00
836,2682,1070,2025-03-05,2318.0,delivered,,,2025-03-05 16:49:00
837,2685,457,2025-01-27,187.0,cancelled,substitute_rejected,customer,
838,2686,761,2025-05-22,373.0,delivered,,,2025-05-22 16:25:00
839,2689,835,2025-01-27,606.0,delivered,,,2025-01-27 10:06:00
840,2693,668,2025-02-09,688.0,cancelled,changed_mind,customer,
841,2694,1188,2025-01-31,115.0,delivered,,,2025-02-01 00:20:00
842,2698,628,2025-04-10,561.0,delivered,,,2025-04-10 13:43:00
843,2701,1152,2025-05-02,662.0,cancelled,changed_mind,customer,
844,2704,779,2025-02-17,565.0,cancelled,changed_mind,customer,
845,2705,1089,2025-06-21,1569.0,delivered,,,2025-06-22 00:58:00
846,2709,830,2025-03-05,926.0,delivered,,,2025-03-05 14:10:00
847,2714,1118,2025-06-01,532.0,delivered,,,2025-06-01 23:45:00
848,2716,658,2025-04-18,554.0,delivered,,,2025-04-18 07:02:00
849,2719,412,2025-02-09,180.0,cancelled,substitute_rejected,customer,
850,2720,827,2025-05-21,414.0,delivered,,,2025-05-21 22:22:00
851,2723,9,2025-06-04,288.0,delivered,,,2025-06-04 12:02:00
852,2726,803,2025-06-02,1710.0,cancelled,substitute_rejected,customer,
853,2727,187,2025-02-07,220.0,delivered,,,2025-02-07 08:59:00
854,2728,320,2025-02-08,424.0,delivered,,,2025-02-08 15:22:00
855,2730,744,2025-03-12,564.0,delivered,,,2025-03-12 07:52:00
856,2736,1162,2025-06-28,1797.0,delivered,,,2025-06-28 18:02:00
857,2742,542,2025-01-29,460.0,delivered,,,2025-01-29 09:02:00
858,2746,335,2025-04-13,1324.0,cancelled,changed_mind,customer,
859,2747,76,2025-03-16,714.0,delivered,,,2025-03-16 23:47:00
860,2748,147,2025-05-26,1045.0,delivered,,,2025-05-26 12:26:00
861,2749,851,2025-04-02,1139.0,delivered,,,2025-04-02 10:20:00
862,2750,758,2025-01-10,835.0,delivered,,,2025-01-10 18:44:00
863,2751,1118,2025-02-15,362.0,delivered,,,2025-02-15 17:09:00
864,2759,1152,2025-05-31,240.0,delivered,,,2025-05-31 21:20:00
865,2761,710,2025-04-14,276.0,delivered,,,2025-04-14 22:40:00
866,2769,830,2025-01-07,853.0,delivered,,,2025-01-07 21:57:00
867,2773,622,2025-02-27,156.0,delivered,,,2025-02-27 21:53:00
868,2775,650,2025-05-09,220.0,delivered,,,2025-05-09 12:45:00
869,2778,413,2025-06-03,159.0,cancelled,address_issue,seller,
870,2779,711,2025-02-23,58.0,delivered,,,2025-02-23 13:30:00
871,2783,321,2025-03-03,156.0,delivered,,,2025-03-03 19:57:00
872,2784,534,2025-01-21,502.0,delivered,,,2025-01-21 23:17:00
873,2785,415,2025-06-03,1267.0,delivered,,,2025-06-03 21:14:00
874,2786,884,2025-02-27,0,cancelled,substitute_rejected,customer,
875,2788,23,2025-06-17,309.0,delivered,,,2025-06-17 21:32:00
876,2789,461,2025-06-08,54.0,delivered,,,2025-06-08 21:36:00
877,2797,1061,2025-01-17,296.0,delivered,,,2025-01-18 00:05:00
878,2799,457,2025-06-27,296.0,delivered,,,2025-06-27 13:07:00
879,2805,84,2025-06-20,311.0,delivered,,,2025-06-20 18:14:00
880,2811,444,2025-06-09,424.0,delivered,,,2025-06-09 18:54:00
881,2815,593,2025-05-25,265.0,delivered,,,2025-05-25 13:49:00
882,2822,5,2025-04-02,2150.0,delivered,,,2025-04-02 17:21:00
883,2826,124,2025-02-23,93.0,delivered,,,2025-02-23 14:29:00
884,2827,601,2025-02-13,403.0,delivered,,,2025-02-13 12:46:00
885,2831,290,2025-06-14,914.0,delivered,,,2025-06-14 12:49:00
886,2833,57,2025-06-19,2211.0,delivered,,,2025-06-19 12:04:00
887,2842,1188,2025-01-29,1525.0,delivered,,,2025-01-29 10:33:00
888,2843,771,2025-04-25,374.0,delivered,,,2025-04-25 09:58:00
889,2848,721,2025-04-27,1051.0,delivered,,,2025-04-27 07:39:00
890,2851,832,2025-03-29,2776.0,delivered,,,2025-03-29 12:57:00
891,2856,434,2025-01-09,2335.0,delivered,,,2025-01-09 23:16:00
892,2859,426,2025-02-12,115.0,delivered,,,2025-02-12 11:20:00
893,2860,225,2025-04-18,152.0,delivered,,,2025-04-18 10:46:00
894,2865,237,2025-03-28,645.0,delivered,,,2025-03-28 10:08:00
895,2868,579,2025-02-19,1152.0,cancelled,changed_mind,customer,
896,2875,385,2025-04-24,3616.0,delivered,,,2025-04-24 15:51:00
897,2879,130,2025-04-18,2265.0,delivered,,,2025-04-18 18:30:00
898,2881,221,2025-05-03,764.0,delivered,,,2025-05-03 13:49:00
899,2882,180,2025-04-20,1992.0,delivered,,,2025-04-20 13:58:00
900,2891,924,2025-04-25,660.0,delivered,,,2025-04-25 12:21:00
901,2893,30,2025-06-05,665.0,delivered,,,2025-06-05 11:45:00
902,2895,127,2025-04-15,832.0,delivered,,,2025-04-15 08:36:00
903,2899,309,2025-06-10,993.0,delivered,,,2025-06-10 14:43:00
904,2900,1188,2025-02-07,0,cancelled,items_unavailable,system,
905,2901,516,2025-03-01,438.0,cancelled,address_issue,seller,
906,2902,557,2025-05-08,633.0,delivered,,,2025-05-08 08:11:00
907,2908,87,2025-04-27,592.0,delivered,,,2025-04-27 10:34:00
908,2911,1110,2025-05-28,349.0,delivered,,,2025-05-28 23:24:00
909,2912,333,2025-02-10,1058.0,delivered,,,2025-02-10 14:11:00
910,2913,785,2025-02-26,423.0,delivered,,,2025-02-26 14:17:00
911,2917,275,2025-06-10,360.0,delivered,,,2025-06-10 23:50:00
912,2919,434,2025-02-16,341.0,delivered,,,2025-02-16 12:46:00
913,2922,10,2025-04-04,102.0,cancelled,address_issue,seller,
914,2925,544,2025-02-04,1598.0,delivered,,,2025-02-04 22:09:00
915,2926,888,2025-03-31,919.0,delivered,,,2025-03-31 17:26:00
916,2928,927,2025-01-16,1639.0,delivered,,,2025-01-16 08:27:00
917,2942,458,2025-03-03,303.0,delivered,,,2025-03-03 22:13:00
918,2943,1020,2025-03-30,338.0,cancelled,changed_mind,customer,
919,2948,844,2025-01-01,37.0,delivered,,,2025-01-01 15:59:00
920,2953,382,2025-02-28,930.0,delivered,,,2025-02-28 22:33:00
921,2954,934,2025-02-10,1179.0,delivered,,,2025-02-10 09:47:00
922,2955,1081,2025-06-04,465.0,delivered,,,2025-06-04 15:09:00
923,2957,554,2025-05-25,1221.0,delivered,,,2025-05-25 13:13:00
924,2959,627,2025-05-27,888.0,delivered,,,2025-05-27 08:34:00
925,2961,158,2025-05-19,311.0,cancelled,payment_failed,system,
926,2966,972,2025-01-29,2164.0,cancelled,substitute_rejected,customer,
927,2971,1160,2025-01-24,76.0,delivered,,,2025-01-24 11:11:00
928,2976,754,2025-02-18,1137.0,delivered,,,2025-02-18 16:49:00
929,2977,118,2025-05-16,1851.0,delivered,,,2025-05-16 08:06:00
930,2978,634,2025-01-12,0,cancelled,items_unavailable,system,
931,2980,288,2025-06-29,1046.0,delivered,,,2025-06-29 19:16:00
932,2982,1145,2025-01-29,464.0,cancelled,substitute_rejected,customer,
933,2984,284,2025-04-06,1091.0,delivered,,,2025-04-06 12:45:00
934,2987,127,2025-03-18,3046.0,delivered,,,2025-03-18 20:52:00
935,2994,956,2025-06-06,425.0,delivered,,,2025-06-06 10:16:00
936,3002,1037,2025-05-08,812.0,delivered,,,2025-05-08 16:43:00
937,3003,384,2025-03-30,296.0,delivered,,,2025-03-30 15:59:00
938,3011,357,2025-05-04,182.0,delivered,,,2025-05-04 14:11:00
939,3014,264,2025-04-12,372.0,delivered,,,2025-04-12 23:10:00
940,3017,1056,2025-06-21,717.0,delivered,,,2025-06-21 16:50:00
941,3023,532,2025-01-04,302.0,delivered,,,2025-01-04 15:05:00
942,3026,152,2025-04-18,476.0,cancelled,substitute_rejected,customer,
943,3030,606,2025-03-06,606.0,delivered,,,2025-03-07 00:09:00
944,3033,179,2025-04-28,1364.0,cancelled,address_issue,seller,
945,3034,1145,2025-02-01,1019.0,delivered,,,2025-02-01 11:05:00
946,3041,536,2025-02-13,423.0,delivered,,,2025-02-13 08:28:00
947,3043,979,2025-02-22,599.0,delivered,,,2025-02-22 23:29:00
948,3046,61,2025-06-23,1260.0,delivered,,,2025-06-23 21:16:00
949,3051,649,2025-06-26,83.0,delivered,,,2025-06-26 20:44:00
950,3053,1003,2025-02-13,211.0,delivered,,,2025-02-13 22:10:00
951,3058,792,2025-05-29,1358.0,delivered,,,2025-05-29 11:48:00
952,3065,847,2025-02-28,60.0,delivered,,,2025-02-28 22:03:00
953,3066,445,2025-05-05,59.0,delivered,,,2025-05-05 15:17:00
954,3071,659,2025-03-17,583.0,delivered,,,2025-03-17 18:48:00
955,3075,166,2025-03-30,857.0,cancelled,substitute_rejected,customer,
956,3079,1087,2025-02-03,823.0,delivered,,,2025-02-04 00:56:00
957,3084,284,2025-06-22,506.0,delivered,,,2025-06-22 14:59:00
958,3086,1161,2025-01-05,343.0,delivered,,,2025-01-05 10:05:00
959,3093,234,2025-04-15,1252.0,delivered,,,2025-04-15 10:18:00
960,3094,94,2025-03-14,623.0,delivered,,,2025-03-14 11:36:00
961,3095,424,2025-01-22,187.0,delivered,,,2025-01-22 12:59:00
962,3097,835,2025-03-30,785.0,delivered,,,2025-03-30 23:22:00
963,3098,998,2025-05-05,236.0,delivered,,,2025-05-05 08:11:00
964,3099,593,2025-05-12,115.0,delivered,,,2025-05-12 20:14:00
965,3101,781,2025-06-22,364.0,cancelled,changed_mind,customer,
966,3102,228,2025-01-27,296.0,delivered,,,2025-01-27 17:28:00
967,3103,359,2025-01-20,327.0,delivered,,,2025-01-20 22:36:00
968,3107,300,2025-01-12,358.0,delivered,,,2025-01-12 17:49:00
969,3110,497,2025-03-16,1009.0,delivered,,,2025-03-16 10:12:00
970,3113,683,2025-02-18,970.0,delivered,,,2025-02-18 20:26:00
971,3120,287,2025-04-04,303.0,delivered,,,2025-04-04 09:58:00
972,3123,84,2025-05-25,468.0,delivered,,,2025-05-25 13:32:00
973,3125,30,2025-05-17,251.0,delivered,,,2025-05-17 20:29:00
974,3131,551,2025-02-11,810.0,delivered,,,2025-02-11 09:22:00
975,3134,343,2025-05-21,282.0,cancelled,address_issue,seller,
976,3136,331,2025-02-26,460.0,delivered,,,2025-02-26 20:14:00
977,3139,40,2025-05-21,1546.0,delivered,,,2025-05-21 10:25:00
978,3140,159,2025-02-24,240.0,delivered,,,2025-02-24 14:22:00
979,3142,492,2025-02-17,103.0,delivered,,,2025-02-17 17:52:00
980,3149,794,2025-03-15,447.0,delivered,,,2025-03-15 08:47:00
981,3151,847,2025-02-09,316.0,delivered,,,2025-02-09 09:09:00
982,3152,10,2025-03-01,2183.0,delivered,,,2025-03-01 13:48:00
983,3154,377,2025-04-28,275.0,delivered,,,2025-04-28 18:14:00
984,3156,868,2025-02-26,822.0,delivered,,,2025-02-26 16:34:00
985,3157,286,2025-01-10,165.0,delivered,,,2025-01-10 20:47:00
986,3159,499,2025-06-04,414.0,delivered,,,2025-06-04 12:14:00
987,3160,624,2025-05-11,672.0,delivered,,,2025-05-11 19:07:00
988,3162,487,2025-01-31,1878.0,delivered,,,2025-01-31 16:34:00
989,3165,677,2025-06-17,1373.0,delivered,,,2025-06-17 20:31:00
990,3169,699,2025-05-22,313.0,delivered,,,2025-05-22 18:46:00
991,3176,354,2025-01-24,0,cancelled,substitute_rejected,customer,
992,3181,634,2025-01-22,667.0,delivered,,,2025-01-22 14:57:00
993,3185,936,2025-02-10,682.0,delivered,,,2025-02-10 20:07:00
994,3186,288,2025-01-27,701.0,delivered,,,2025-01-27 23:44:00
995,3189,21,2025-02-07,448.0,delivered,,,2025-02-07 12:27:00
996,3192,1155,2025-04-12,523.0,delivered,,,2025-04-12 10:03:00
997,3193,369,2025-04-02,74.0,delivered,,,2025-04-02 16:00:00
998,3194,881,2025-05-17,1244.0,delivered,,,2025-05-17 09:50:00
999,3195,434,2025-02-14,232.0,delivered,,,2025-02-15 00:57:00
1000,3196,902,2025-04-16,2138.0,delivered,,,2025-04-16 12:10:00
1001,3203,1018,2025-02-17,198.0,delivered,,,2025-02-17 07:41:00
1002,3208,896,2025-06-23,695.0,delivered,,,2025-06-23 21:26:00
1003,3215,1161,2025-01-10,460.0,delivered,,,2025-01-10 11:27:00
1004,3216,401,2025-05-20,312.0,delivered,,,2025-05-20 13:45:00
1005,3217,66,2025-03-07,0,cancelled,items_unavailable,system,
1006,3221,407,2025-02-07,1780.0,delivered,,,2025-02-07 20:08:00
1007,3222,88,2025-03-20,185.0,delivered,,,2025-03-20 14:25:00
1008,3228,860,2025-02-22,552.0,delivered,,,2025-02-22 09:58:00
1009,3236,548,2025-03-03,1587.0,delivered,,,2025-03-03 18:47:00
1010,3237,786,2025-05-27,664.0,delivered,,,2025-05-27 22:40:00
1011,3240,716,2025-01-23,485.0,delivered,,,2025-01-23 20:41:00
1012,3241,909,2025-03-11,0,cancelled,items_unavailable,system,
1013,3242,290,2025-03-02,240.0,delivered,,,2025-03-02 15:04:00
1014,3245,177,2025-03-30,425.0,delivered,,,2025-03-30 18:30:00
1015,3249,1094,2025-06-15,594.0,delivered,,,2025-06-15 23:06:00
1016,3257,385,2025-01-21,605.0,cancelled,changed_mind,customer,
1017,3259,467,2025-06-25,757.0,delivered,,,2025-06-25 13:15:00
1018,3262,634,2025-06-11,434.0,delivered,,,2025-06-11 10:09:00
1019,3265,772,2025-03-17,737.0,delivered,,,2025-03-18 00:44:00
1020,3274,585,2025-02-01,61.0,delivered,,,2025-02-01 10:22:00
1021,3275,514,2025-06-11,288.0,delivered,,,2025-06-11 19:11:00
1022,3276,763,2025-04-25,330.0,delivered,,,2025-04-25 07:40:00
1023,3280,832,2025-04-08,1406.0,delivered,,,2025-04-08 13:53:00
1024,3282,648,2025-05-27,211.0,delivered,,,2025-05-27 07:40:00
1025,3284,574,2025-05-13,90.0,delivered,,,2025-05-13 16:07:00
1026,3286,801,2025-02-26,296.0,delivered,,,2025-02-26 11:54:00
1027,3289,943,2025-04-01,474.0,delivered,,,2025-04-01 08:20:00
1028,3290,584,2025-06-18,1206.0,cancelled,changed_mind,customer,
1029,3292,69,2025-03-31,1017.0,delivered,,,2025-03-31 13:28:00
1030,3296,730,2025-06-15,1546.0,delivered,,,2025-06-15 16:31:00
1031,3299,101,2025-02-07,633.0,cancelled,substitute_rejected,customer,
1032,3308,235,2025-04-09,127.0,delivered,,,2025-04-09 18:09:00
1033,3309,541,2025-01-01,313.0,delivered,,,2025-01-01 09:55:00
1034,3315,345,2025-01-05,151.0,delivered,,,2025-01-05 14:20:00
1035,3319,248,2025-03-05,44.0,delivered,,,2025-03-05 12:43:00
1036,3334,1129,2025-02-03,551.0,delivered,,,2025-02-03 08:37:00
1037,3344,925,2025-01-17,825.0,delivered,,,2025-01-17 09:10:00
1038,3356,657,2025-05-09,201.0,delivered,,,2025-05-09 16:30:00
1039,3358,839,2025-01-22,230.0,delivered,,,2025-01-22 15:26:00
1040,3362,633,2025-04-20,424.0,delivered,,,2025-04-20 21:33:00
1041,3367,428,2025-02-10,313.0,delivered,,,2025-02-10 11:32:00
1042,3371,1168,2025-04-24,664.0,delivered,,,2025-04-24 22:49:00
1043,3372,350,2025-04-25,296.0,delivered,,,2025-04-25 22:59:00
1044,3375,779,2025-03-13,423.0,cancelled,items_unavailable,seller,
1045,3378,139,2025-01-23,497.0,delivered,,,2025-01-23 11:39:00
1046,3384,776,2025-03-12,894.0,delivered,,,2025-03-12 16:43:00
1047,3385,1099,2025-05-22,1359.0,delivered,,,2025-05-22 11:35:00
1048,3388,1197,2025-06-21,2200.0,delivered,,,2025-06-21 12:41:00
1049,3392,997,2025-03-23,108.0,delivered,,,2025-03-23 22:01:00
1050,3395,90,2025-02-09,1174.0,delivered,,,2025-02-09 15:51:00
1051,3399,1056,2025-02-12,303.0,delivered,,,2025-02-12 16:34:00
1052,3403,1069,2025-06-19,433.0,delivered,,,2025-06-20 00:53:00
1053,3404,526,2025-01-17,296.0,delivered,,,2025-01-17 10:05:00
1054,3409,679,2025-01-16,193.0,delivered,,,2025-01-16 19:47:00
1055,3411,1114,2025-01-04,332.0,delivered,,,2025-01-04 06:57:00
1056,3416,1116,2025-05-07,90.0,delivered,,,2025-05-07 07:53:00
1057,3418,1040,2025-05-05,1181.0,delivered,,,2025-05-05 12:52:00
1058,3422,140,2025-03-11,216.0,delivered,,,2025-03-11 20:18:00
1059,3425,650,2025-04-20,2242.0,delivered,,,2025-04-20 22:19:00
1060,3441,823,2025-02-21,758.0,delivered,,,2025-02-21 12:09:00
1061,3449,972,2025-04-23,303.0,delivered,,,2025-04-23 21:45:00
1062,3450,195,2025-02-26,2241.0,delivered,,,2025-02-26 10:55:00
1063,3452,847,2025-04-02,1399.0,delivered,,,2025-04-02 07:00:00
1064,3455,204,2025-03-15,1655.0,cancelled,address_issue,seller,
1065,3457,954,2025-03-06,230.0,delivered,,,2025-03-07 00:14:00
1066,3458,801,2025-02-13,474.0,delivered,,,2025-02-13 18:51:00
1067,3461,127,2025-01-12,115.0,delivered,,,2025-01-12 11:08:00
1068,3462,41,2025-05-04,187.0,delivered,,,2025-05-04 20:09:00
1069,3463,1012,2025-02-23,603.0,delivered,,,2025-02-23 11:55:00
1070,3466,959,2025-04-22,530.0,delivered,,,2025-04-22 18:07:00
1071,3469,1117,2025-06-05,440.0,delivered,,,2025-06-05 20:32:00
1072,3472,138,2025-04-25,1804.0,delivered,,,2025-04-25 09:46:00
1073,3473,419,2025-04-24,1992.0,cancelled,late_delivery,customer,
1074,3476,44,2025-01-02,977.0,delivered,,,2025-01-02 21:59:00
1075,3477,577,2025-04-30,427.0,delivered,,,2025-04-30 12:17:00
1076,3485,273,2025-02-18,600.0,delivered,,,2025-02-18 14:41:00
1077,3486,834,2025-06-09,1454.0,delivered,,,2025-06-09 17:19:00
1078,3487,1114,2025-04-12,143.0,cancelled,late_delivery,customer,
1079,3494,327,2025-02-27,708.0,delivered,,,2025-02-27 09:37:00
1080,3495,1124,2025-06-04,865.0,delivered,,,2025-06-04 22:40:00
1081,3498,368,2025-01-31,577.0,delivered,,,2025-01-31 12:01:00
1082,3499,896,2025-06-23,2186.0,delivered,,,2025-06-23 12:00:00
1083,3500,156,2025-03-02,1157.0,delivered,,,2025-03-02 17:09:00
1084,3501,119,2025-04-21,31.0,delivered,,,2025-04-21 13:30:00
1085,3503,694,2025-04-27,311.0,delivered,,,2025-04-27 21:30:00
1086,3509,1125,2025-03-19,143.0,delivered,,,2025-03-20 00:19:00
1087,3510,317,2025-02-23,192.0,delivered,,,2025-02-23 20:42:00
1088,3511,463,2025-02-20,414.0,cancelled,substitute_rejected,customer,
1089,3521,313,2025-03-31,1328.0,delivered,,,2025-03-31 08:46:00
1090,3523,1154,2025-01-06,960.0,delivered,,,2025-01-06 16:26:00
1091,3525,635,2025-01-07,62.0,delivered,,,2025-01-07 17:48:00
1092,3526,531,2025-03-14,1244.0,delivered,,,2025-03-14 21:50:00
1093,3530,116,2025-01-12,1729.0,delivered,,,2025-01-12 17:42:00
1094,3535,134,2025-03-13,665.0,delivered,,,2025-03-13 19:55:00
1095,3536,463,2025-04-24,1154.0,delivered,,,2025-04-24 10:11:00
1096,3539,97,2025-02-20,345.0,delivered,,,2025-02-20 22:44:00
1097,3541,889,2025-03-19,122.0,cancelled,late_delivery,customer,
1098,3544,229,2025-01-03,664.0,delivered,,,2025-01-03 11:09:00
1099,3548,175,2025-05-12,1558.0,delivered,,,2025-05-13 00:55:00
1100,3549,1076,2025-02-02,535.0,delivered,,,2025-02-02 22:07:00
1101,3553,584,2025-02-25,1114.0,delivered,,,2025-02-25 18:17:00
1102,3556,1015,2025-04-11,1437.0,delivered,,,2025-04-11 14:21:00
1103,3557,295,2025-03-05,530.0,delivered,,,2025-03-05 16:19:00
1104,3560,918,2025-01-18,156.0,delivered,,,2025-01-18 15:57:00
1105,3562,971,2025-06-20,296.0,delivered,,,2025-06-20 19:28:00
1106,3568,740,2025-06-16,303.0,delivered,,,2025-06-17 00:48:00
1107,3570,617,2025-01-22,416.0,delivered,,,2025-01-22 20:19:00
1108,3571,810,2025-04-14,1218.0,delivered,,,2025-04-14 15:53:00
1109,3575,381,2025-01-06,844.0,delivered,,,2025-01-06 13:02:00
1110,3580,111,2025-05-17,1132.0,delivered,,,2025-05-17 23:36:00
1111,3584,1130,2025-04-07,1482.0,delivered,,,2025-04-07 12:56:00
1112,3587,254,2025-02-23,641.0,delivered,,,2025-02-23 14:42:00
1113,3594,433,2025-02-03,700.0,delivered,,,2025-02-03 12:20:00
1114,3598,920,2025-05-07,696.0,delivered,,,2025-05-07 11:59:00
1115,3603,807,2025-05-07,548.0,delivered,,,2025-05-07 12:28:00
1116,3605,1099,2025-04-23,291.0,delivered,,,2025-04-23 18:59:00
1117,3610,338,2025-03-05,94.0,delivered,,,2025-03-05 13:57:00
1118,3611,918,2025-04-04,621.0,delivered,,,2025-04-04 20:34:00
1119,3612,171,2025-04-22,61.0,delivered,,,2025-04-22 08:39:00
1120,3613,113,2025-01-07,59.0,delivered,,,2025-01-07 07:49:00
1121,3616,1007,2025-01-28,311.0,delivered,,,2025-01-28 11:55:00
1122,3618,603,2025-05-01,0,cancelled,substitute_rejected,customer,
1123,3624,1032,2025-06-10,1514.0,delivered,,,2025-06-10 22:59:00
1124,3630,118,2025-04-20,235.0,delivered,,,2025-04-20 20:31:00
1125,3632,1152,2025-02-27,240.0,delivered,,,2025-02-28 00:35:00
1126,3634,825,2025-04-11,59.0,delivered,,,2025-04-11 17:23:00
1127,3636,546,2025-06-12,76.0,delivered,,,2025-06-12 22:10:00
1128,3639,365,2025-05-06,393.0,delivered,,,2025-05-06 13:16:00
1129,3645,1143,2025-04-10,1034.0,delivered,,,2025-04-10 10:54:00
1130,3652,680,2025-06-08,608.0,delivered,,,2025-06-08 14:35:00
1131,3653,498,2025-01-09,0,cancelled,substitute_rejected,customer,
1132,3654,563,2025-03-27,388.0,delivered,,,2025-03-27 08:03:00
