session_id,customer_id,session_date,channel,device
4239,511,2025-02-03,social,mobile_web
4240,331,2025-02-21,social,desktop
4241,315,2025-01-04,paid_ads,desktop
4242,608,2025-05-30,organic,mobile_app
4243,832,2025-01-03,paid_ads,desktop
4244,14,2025-04-14,organic,mobile_app
4245,989,2025-05-24,organic,mobile_app
4246,1127,2025-03-24,social,desktop
4247,464,2025-03-12,organic,mobile_web
4248,276,2025-06-17,organic,mobile_app
4249,714,2025-01-09,organic,desktop
4250,855,2025-01-07,email,mobile_app
4251,1145,2025-01-03,email,mobile_app
4252,56,2025-01-05,paid_ads,mobile_app
4253,322,2025-05-08,organic,mobile_web
4254,408,2025-05-05,direct,desktop
4255,62,2025-03-12,direct,mobile_app
4256,1094,2025-01-16,email,mobile_app
4257,50,2025-05-30,social,mobile_app
4258,947,2025-03-04,paid_ads,desktop
4259,547,2025-06-04,social,mobile_app
4260,604,2025-02-24,direct,mobile_app
4261,328,2025-01-21,email,mobile_app
4262,258,2025-03-04,paid_ads,mobile_web
4263,454,2025-01-10,organic,mobile_app
4264,1138,2025-01-25,organic,desktop
4265,678,2025-06-26,social,mobile_app
4266,342,2025-06-04,paid_ads,mobile_app
4267,749,2025-02-14,social,mobile_web
4268,757,2025-04-10,organic,mobile_app
4269,515,2025-04-05,organic,mobile_app
4270,255,2025-05-12,organic,mobile_app
4271,663,2025-03-19,direct,mobile_app
4272,809,2025-01-21,social,mobile_app
4273,789,2025-05-21,paid_ads,mobile_app
4274,1011,2025-06-14,paid_ads,mobile_app
4275,175,2025-06-20,social,mobile_web
4276,389,2025-05-21,paid_ads,mobile_app
4277,1148,2025-02-10,paid_ads,mobile_web
4278,222,2025-03-23,organic,mobile_app
4279,472,2025-02-14,direct,mobile_app
4280,636,2025-02-01,direct,mobile_app
4281,418,2025-06-11,organic,mobile_web
4282,505,2025-01-21,organic,mobile_app
4283,1098,2025-02-05,email,mobile_app
4284,1151,2025-01-26,paid_ads,mobile_app
4285,920,2025-03-25,direct,mobile_app
4286,510,2025-05-19,organic,mobile_web
4287,170,2025-04-13,paid_ads,mobile_web
4288,1193,2025-04-08,direct,mobile_app
4289,894,2025-04-08,paid_ads,mobile_app
4290,1068,2025-01-30,organic,mobile_app
4291,976,2025-06-28,social,mobile_app
4292,34,2025-01-10,paid_ads,mobile_web
4293,344,2025-01-25,direct,desktop
4294,439,2025-02-13,organic,mobile_app
4295,1104,2025-04-22,paid_ads,mobile_app
4296,771,2025-04-25,social,mobile_web
4297,867,2025-06-10,organic,mobile_app
4298,968,2025-06-23,organic,mobile_web
4299,401,2025-06-21,organic,mobile_app
4300,798,2025-02-25,organic,mobile_app
4301,494,2025-05-24,social,mobile_web
4302,33,2025-01-27,email,desktop
4303,640,2025-01-03,paid_ads,mobile_app
4304,465,2025-05-24,organic,desktop
4305,388,2025-04-19,social,mobile_web
4306,27,2025-01-19,organic,desktop
4307,1093,2025-03-18,email,mobile_web
4308,128,2025-01-14,organic,desktop
4309,1017,2025-03-28,organic,mobile_web
4310,419,2025-06-04,organic,desktop
4311,501,2025-06-24,direct,mobile_app
4312,551,2025-01-06,email,desktop
4313,700,2025-05-23,organic,mobile_web
4314,683,2025-05-08,social,mobile_app
4315,1177,2025-04-06,paid_ads,mobile_app
4316,226,2025-02-22,social,mobile_app
4317,22,2025-02-24,social,mobile_app
4318,93,2025-03-22,email,mobile_app
4319,1094,2025-05-14,social,desktop
4320,804,2025-05-11,paid_ads,mobile_app
4321,287,2025-02-28,organic,mobile_app
4322,589,2025-01-18,paid_ads,mobile_app
4323,791,2025-01-19,direct,mobile_app
4324,618,2025-04-03,social,mobile_app
4325,1050,2025-04-18,social,mobile_app
4326,117,2025-01-09,email,mobile_app
4327,975,2025-03-05,organic,mobile_app
4328,1029,2025-03-06,paid_ads,mobile_app
4329,373,2025-04-15,paid_ads,mobile_web
4330,889,2025-06-07,social,mobile_app
4331,138,2025-06-01,organic,mobile_app
4332,62,2025-03-11,direct,mobile_app
4333,931,2025-05-11,paid_ads,mobile_app
4334,292,2025-01-08,direct,mobile_app
4335,266,2025-04-13,email,mobile_app
4336,528,2025-06-06,email,mobile_app
4337,23,2025-05-06,paid_ads,mobile_web
4338,852,2025-05-24,direct,desktop
4339,10,2025-04-17,email,mobile_web
4340,252,2025-05-20,organic,mobile_web
4341,151,2025-04-17,direct,desktop
4342,572,2025-01-24,organic,desktop
4343,607,2025-02-13,social,mobile_web
4344,543,2025-05-23,organic,mobile_app
4345,693,2025-05-04,organic,mobile_app
4346,1118,2025-02-24,organic,mobile_app
4347,476,2025-01-26,social,mobile_app
4348,339,2025-04-13,organic,mobile_app
4349,1036,2025-04-23,paid_ads,mobile_app
4350,706,2025-02-03,social,mobile_app
4351,187,2025-05-18,social,mobile_web
4352,248,2025-03-07,social,mobile_web
4353,1119,2025-01-18,organic,desktop
4354,317,2025-03-18,organic,mobile_app
4355,737,2025-03-25,organic,mobile_app
4356,845,2025-03-11,paid_ads,mobile_app
4357,27,2025-03-18,organic,mobile_app
4358,973,2025-01-08,paid_ads,mobile_web
4359,824,2025-01-07,social,desktop
4360,410,2025-04-13,organic,mobile_web
4361,746,2025-05-21,paid_ads,mobile_app
4362,861,2025-06-22,organic,desktop
4363,343,2025-05-11,email,mobile_web
4364,150,2025-02-08,organic,mobile_app
4365,986,2025-01-22,paid_ads,desktop
4366,486,2025-03-23,email,mobile_app
4367,436,2025-01-10,social,mobile_web
4368,1004,2025-01-22,direct,mobile_app
4369,920,2025-06-15,organic,mobile_app
4370,309,2025-04-01,organic,mobile_app
4371,313,2025-05-29,email,mobile_app
4372,752,2025-06-22,social,mobile_web
4373,852,2025-04-19,paid_ads,mobile_app
4374,381,2025-04-22,email,mobile_app
4375,865,2025-01-04,email,desktop
4376,226,2025-05-20,paid_ads,mobile_app
4377,382,2025-03-31,organic,mobile_web
4378,172,2025-02-20,direct,mobile_web
4379,25,2025-01-27,email,mobile_web
4380,408,2025-01-22,organic,desktop
4381,845,2025-03-03,social,mobile_app
4382,677,2025-01-01,organic,desktop
4383,727,2025-05-15,email,mobile_web
4384,456,2025-05-24,organic,mobile_web
4385,678,2025-02-03,paid_ads,mobile_app
4386,353,2025-02-24,paid_ads,mobile_app
4387,15,2025-06-13,paid_ads,mobile_app
4388,667,2025-06-05,organic,mobile_web
4389,743,2025-03-21,social,mobile_web
4390,966,2025-06-06,social,mobile_app
4391,414,2025-05-12,social,mobile_app
4392,384,2025-05-18,paid_ads,mobile_app
4393,1038,2025-05-09,paid_ads,mobile_web
4394,688,2025-01-14,organic,mobile_app
4395,737,2025-04-05,social,desktop
4396,536,2025-01-09,email,mobile_app
4397,338,2025-04-03,social,mobile_web
4398,93,2025-02-28,direct,mobile_web
4399,470,2025-01-22,paid_ads,mobile_app
4400,823,2025-03-15,organic,mobile_web
4401,6,2025-03-20,paid_ads,mobile_web
4402,322,2025-05-10,paid_ads,mobile_app
4403,134,2025-03-17,organic,mobile_app
4404,297,2025-04-02,social,mobile_app
4405,370,2025-02-06,organic,mobile_web
4406,1198,2025-04-12,paid_ads,desktop
4407,38,2025-05-03,direct,mobile_app
4408,456,2025-06-27,paid_ads,mobile_app
4409,571,2025-02-06,organic,mobile_app
4410,116,2025-06-22,paid_ads,mobile_web
4411,154,2025-06-08,paid_ads,mobile_app
4412,385,2025-05-13,paid_ads,mobile_app
4413,278,2025-04-25,paid_ads,mobile_app
4414,812,2025-06-06,paid_ads,mobile_app
4415,96,2025-03-21,organic,desktop
4416,937,2025-02-08,email,mobile_web
4417,248,2025-05-25,paid_ads,desktop
4418,321,2025-05-28,paid_ads,mobile_app
4419,720,2025-06-05,organic,mobile_app
4420,11,2025-02-10,social,mobile_app
4421,842,2025-02-18,organic,mobile_web
4422,107,2025-03-23,paid_ads,mobile_web
4423,1083,2025-05-27,social,mobile_app
4424,971,2025-03-03,email,mobile_app
4425,986,2025-06-16,paid_ads,desktop
4426,785,2025-01-06,email,mobile_app
4427,1080,2025-03-22,direct,desktop
4428,1155,2025-02-23,organic,desktop
4429,946,2025-01-02,social,mobile_app
4430,110,2025-03-13,organic,mobile_app
4431,527,2025-06-10,direct,mobile_web
4432,650,2025-05-20,organic,mobile_app
4433,1120,2025-02-01,direct,mobile_app
4434,821,2025-01-05,paid_ads,mobile_web
4435,144,2025-01-03,paid_ads,desktop
4436,760,2025-05-19,social,mobile_app
4437,601,2025-04-12,social,mobile_app
4438,130,2025-05-14,direct,mobile_app
4439,876,2025-02-17,organic,mobile_web
4440,44,2025-06-22,organic,mobile_web
4441,1044,2025-03-16,organic,mobile_web
4442,155,2025-04-14,organic,mobile_app
4443,294,2025-01-05,organic,mobile_web
4444,1001,2025-04-13,organic,mobile_web
4445,323,2025-05-31,social,mobile_app
4446,487,2025-05-27,direct,mobile_app
4447,198,2025-05-01,paid_ads,mobile_web
4448,344,2025-05-13,paid_ads,mobile_app
4449,1,2025-03-13,social,mobile_app
4450,125,2025-01-09,social,mobile_app
4451,661,2025-05-25,organic,desktop
4452,342,2025-04-11,direct,mobile_app
4453,376,2025-01-12,organic,mobile_web
4454,453,2025-03-20,paid_ads,mobile_app
4455,145,2025-03-25,social,mobile_app
4456,920,2025-02-09,social,mobile_app
4457,577,2025-02-27,email,mobile_app
4458,722,2025-05-19,organic,mobile_web
4459,390,2025-02-26,organic,desktop
4460,653,2025-02-27,direct,desktop
4461,762,2025-03-04,social,mobile_app
4462,804,2025-02-16,social,mobile_web
4463,1021,2025-01-06,social,mobile_app
4464,818,2025-04-02,email,mobile_app
4465,1072,2025-01-19,paid_ads,mobile_app
4466,952,2025-02-17,paid_ads,mobile_web
4467,60,2025-03-20,paid_ads,desktop
4468,1049,2025-04-06,email,mobile_web
4469,25,2025-02-17,organic,mobile_app
4470,427,2025-01-25,organic,mobile_app
4471,876,2025-03-01,paid_ads,mobile_app
4472,563,2025-03-14,organic,mobile_app
4473,148,2025-01-18,social,mobile_app
4474,15,2025-05-25,email,mobile_app
4475,1078,2025-06-15,organic,mobile_app
4476,439,2025-05-04,direct,desktop
4477,721,2025-03-23,paid_ads,mobile_web
4478,624,2025-01-22,direct,desktop
4479,1174,2025-02-27,email,mobile_app
4480,888,2025-02-08,organic,mobile_web
4481,351,2025-01-07,email,mobile_app
4482,59,2025-05-18,email,desktop
4483,277,2025-02-11,email,mobile_app
4484,109,2025-04-11,organic,desktop
4485,472,2025-04-06,paid_ads,mobile_app
4486,949,2025-05-08,social,mobile_app
4487,116,2025-02-28,email,mobile_app
4488,1016,2025-03-07,paid_ads,desktop
4489,1126,2025-05-15,direct,mobile_web
4490,600,2025-03-26,paid_ads,mobile_app
4491,864,2025-03-02,direct,mobile_app
4492,440,2025-05-15,paid_ads,desktop
4493,1007,2025-03-15,direct,mobile_app
4494,1034,2025-05-22,direct,mobile_web
4495,484,2025-02-16,paid_ads,mobile_web
4496,1087,2025-01-03,direct,mobile_web
4497,361,2025-04-14,paid_ads,desktop
4498,1028,2025-01-30,paid_ads,mobile_app
4499,958,2025-04-07,organic,mobile_app
4500,766,2025-05-23,email,mobile_app
4501,106,2025-06-15,social,mobile_app
4502,14,2025-02-05,paid_ads,mobile_app
4503,554,2025-03-11,organic,mobile_web
4504,961,2025-05-11,email,mobile_app
4505,305,2025-01-30,organic,mobile_app
4506,866,2025-01-28,organic,mobile_app
4507,107,2025-02-28,social,mobile_app
4508,1071,2025-03-28,social,mobile_web
4509,1172,2025-03-29,organic,mobile_app
4510,507,2025-03-05,social,mobile_app
4511,943,2025-05-01,social,mobile_app
4512,781,2025-05-20,email,mobile_app
4513,563,2025-05-08,paid_ads,mobile_app
4514,693,2025-06-21,email,mobile_app
4515,494,2025-06-06,paid_ads,mobile_app
4516,1028,2025-01-31,paid_ads,mobile_app
4517,305,2025-03-25,paid_ads,mobile_app
4518,809,2025-05-21,organic,mobile_web
4519,440,2025-04-13,paid_ads,desktop
4520,1141,2025-01-16,organic,mobile_app
4521,1146,2025-06-10,organic,mobile_web
4522,429,2025-06-12,direct,mobile_app
4523,845,2025-03-09,social,desktop
4524,163,2025-03-31,direct,mobile_app
4525,959,2025-01-24,social,mobile_app
4526,505,2025-02-09,organic,mobile_web
4527,1016,2025-05-15,paid_ads,mobile_app
4528,937,2025-01-05,direct,mobile_app
4529,442,2025-03-19,paid_ads,mobile_app
4530,1084,2025-05-17,email,mobile_app
4531,216,2025-01-02,direct,mobile_app
4532,959,2025-02-03,social,mobile_web
4533,1139,2025-03-12,organic,mobile_web
4534,164,2025-02-07,organic,mobile_web
4535,230,2025-03-06,organic,mobile_app
4536,860,2025-01-21,social,desktop
4537,754,2025-03-26,direct,mobile_web
4538,275,2025-02-09,direct,mobile_app
4539,408,2025-02-04,organic,mobile_app
4540,929,2025-05-06,paid_ads,desktop
4541,642,2025-01-29,social,mobile_app
4542,665,2025-03-08,social,mobile_app
4543,754,2025-05-24,email,mobile_app
4544,48,2025-06-16,email,desktop
4545,638,2025-03-26,paid_ads,mobile_app
4546,1055,2025-02-20,organic,mobile_app
4547,991,2025-04-21,paid_ads,mobile_app
4548,772,2025-06-21,paid_ads,mobile_app
4549,825,2025-05-14,email,desktop
4550,69,2025-06-01,paid_ads,desktop
4551,1005,2025-06-28,organic,mobile_web
4552,345,2025-06-14,direct,mobile_app
4553,277,2025-04-27,paid_ads,mobile_app
4554,680,2025-02-06,paid_ads,mobile_web
4555,596,2025-04-24,email,mobile_app
4556,251,2025-01-29,organic,mobile_app
4557,915,2025-04-06,email,desktop
4558,292,2025-03-08,organic,mobile_app
4559,1124,2025-06-11,paid_ads,desktop
4560,739,2025-01-03,organic,mobile_app
4561,602,2025-02-14,direct,mobile_app
4562,459,2025-06-20,organic,mobile_app
4563,339,2025-04-08,organic,mobile_web
4564,465,2025-02-06,direct,mobile_web
4565,538,2025-06-29,organic,mobile_app
4566,779,2025-05-30,social,mobile_web
4567,9,2025-06-11,paid_ads,mobile_app
4568,412,2025-06-07,email,mobile_app
4569,349,2025-01-04,social,mobile_web
4570,539,2025-02-01,social,desktop
4571,1192,2025-02-17,organic,desktop
4572,820,2025-02-13,social,mobile_web
4573,412,2025-05-25,social,mobile_web
4574,590,2025-05-24,email,mobile_app
4575,899,2025-02-17,organic,mobile_app
4576,444,2025-03-09,paid_ads,mobile_app
4577,609,2025-02-18,paid_ads,mobile_app
4578,550,2025-01-20,organic,mobile_web
4579,711,2025-02-11,social,mobile_web
4580,285,2025-02-26,social,desktop
4581,1067,2025-01-05,social,mobile_app
4582,1088,2025-04-15,organic,desktop
4583,53,2025-02-20,organic,mobile_app
4584,285,2025-04-14,email,mobile_app
4585,92,2025-03-22,email,desktop
4586,404,2025-01-05,direct,mobile_app
4587,774,2025-04-04,organic,mobile_app
4588,690,2025-03-28,paid_ads,mobile_app
4589,857,2025-01-06,organic,mobile_app
4590,1033,2025-06-16,social,desktop
4591,1142,2025-03-22,organic,mobile_web
4592,887,2025-01-13,social,mobile_web
4593,823,2025-03-30,organic,mobile_app
4594,697,2025-06-10,email,mobile_app
4595,48,2025-05-15,paid_ads,desktop
4596,1135,2025-01-14,paid_ads,mobile_web
4597,371,2025-01-13,email,mobile_app
4598,1139,2025-05-06,paid_ads,mobile_app
4599,733,2025-04-16,paid_ads,mobile_app
4600,1188,2025-03-22,email,mobile_app
4601,704,2025-01-01,social,mobile_web
4602,965,2025-04-25,organic,desktop
4603,246,2025-05-19,social,desktop
4604,387,2025-02-14,paid_ads,mobile_app
4605,702,2025-01-19,social,mobile_app
4606,528,2025-02-08,organic,mobile_app
4607,210,2025-04-11,paid_ads,mobile_web
4608,218,2025-04-24,email,mobile_web
4609,425,2025-06-17,paid_ads,mobile_app
4610,1100,2025-03-24,social,mobile_web
4611,939,2025-05-26,paid_ads,mobile_app
4612,172,2025-02-17,paid_ads,mobile_web
4613,191,2025-02-13,organic,mobile_app
4614,1194,2025-01-27,social,mobile_app
4615,1163,2025-05-23,direct,mobile_web
4616,135,2025-04-29,direct,desktop
4617,996,2025-01-15,organic,mobile_app
4618,1032,2025-02-13,social,mobile_web
4619,583,2025-06-07,email,desktop
4620,141,2025-04-09,direct,mobile_app
4621,600,2025-04-10,direct,mobile_web
4622,1133,2025-05-01,email,mobile_app
4623,176,2025-03-01,organic,mobile_app
4624,1006,2025-02-09,social,mobile_web
4625,1120,2025-05-19,direct,mobile_app
4626,119,2025-05-17,direct,mobile_app
4627,27,2025-04-14,direct,mobile_app
4628,579,2025-03-30,paid_ads,mobile_app
4629,126,2025-02-02,paid_ads,mobile_web
4630,52,2025-05-18,direct,mobile_app
4631,11,2025-03-18,organic,desktop
4632,198,2025-05-03,organic,mobile_web
4633,1010,2025-06-24,organic,mobile_app
4634,241,2025-05-20,direct,mobile_app
4635,192,2025-04-02,organic,mobile_web
4636,1196,2025-03-11,email,mobile_web
4637,592,2025-05-03,email,mobile_app
4638,198,2025-05-31,organic,mobile_web
4639,467,2025-05-20,social,mobile_app
4640,630,2025-02-20,paid_ads,mobile_app
4641,546,2025-06-11,email,mobile_app
4642,760,2025-05-19,organic,mobile_app
4643,24,2025-01-23,paid_ads,mobile_web
4644,1119,2025-02-28,email,mobile_app
4645,713,2025-03-04,organic,mobile_web
4646,130,2025-04-14,email,mobile_web
4647,786,2025-06-09,organic,mobile_web
4648,15,2025-05-27,paid_ads,mobile_web
4649,132,2025-04-13,email,mobile_web
4650,239,2025-05-20,organic,mobile_web
4651,37,2025-03-05,organic,mobile_web
4652,773,2025-04-27,paid_ads,mobile_web
4653,798,2025-04-15,organic,mobile_app
4654,191,2025-06-11,organic,mobile_web
4655,522,2025-04-03,social,mobile_app
4656,1074,2025-05-16,paid_ads,desktop
4657,1043,2025-06-03,organic,mobile_web
4658,945,2025-05-10,paid_ads,mobile_web
4659,1167,2025-05-17,paid_ads,desktop
4660,470,2025-01-15,organic,mobile_app
4661,539,2025-06-21,email,mobile_web
4662,747,2025-06-22,direct,mobile_app
4663,472,2025-06-20,organic,mobile_app
4664,100,2025-05-19,paid_ads,desktop
4665,656,2025-06-04,email,desktop
4666,526,2025-03-05,email,mobile_web
4667,469,2025-01-14,direct,mobile_app
4668,1019,2025-01-01,social,desktop
4669,1092,2025-01-10,organic,mobile_app
4670,335,2025-06-13,organic,desktop
4671,54,2025-03-09,paid_ads,mobile_app
4672,415,2025-02-01,social,mobile_app
4673,984,2025-04-18,paid_ads,mobile_app
4674,1012,2025-02-13,social,mobile_app
4675,132,2025-01-30,direct,mobile_app
4676,466,2025-01-24,paid_ads,mobile_web
4677,758,2025-02-13,social,mobile_app
4678,733,2025-03-24,email,mobile_web
4679,1147,2025-05-13,email,mobile_web
4680,24,2025-06-27,paid_ads,mobile_web
4681,161,2025-04-10,direct,mobile_app
4682,994,2025-02-24,direct,mobile_app
4683,417,2025-06-22,direct,mobile_app
4684,1116,2025-03-08,organic,desktop
4685,901,2025-01-05,social,mobile_web
4686,3,2025-06-18,direct,mobile_app
4687,86,2025-03-19,direct,mobile_web
4688,269,2025-01-01,social,mobile_app
4689,571,2025-04-29,direct,mobile_web
4690,262,2025-03-09,paid_ads,mobile_app
4691,594,2025-03-26,organic,desktop
4692,703,2025-06-15,social,mobile_web
4693,365,2025-01-09,direct,mobile_app
4694,574,2025-03-16,direct,mobile_web
4695,329,2025-06-25,organic,mobile_app
4696,1095,2025-04-25,paid_ads,mobile_app
4697,1025,2025-04-21,paid_ads,mobile_app
4698,288,2025-05-12,paid_ads,mobile_app
4699,18,2025-04-05,social,mobile_app
4700,699,2025-02-08,paid_ads,mobile_app
4701,593,2025-03-24,social,mobile_app
4702,500,2025-05-23,paid_ads,mobile_web
4703,1186,2025-04-29,social,mobile_app
4704,1098,2025-04-02,organic,mobile_app
4705,1197,2025-04-19,organic,mobile_app
4706,85,2025-04-04,organic,mobile_app
4707,851,2025-01-17,organic,mobile_web
4708,1044,2025-04-27,organic,mobile_app
4709,884,2025-01-28,organic,mobile_app
4710,389,2025-03-24,paid_ads,mobile_app
4711,215,2025-06-29,direct,mobile_app
4712,1003,2025-04-24,organic,mobile_app
4713,1014,2025-04-20,organic,mobile_web
4714,1152,2025-03-22,organic,mobile_app
4715,1019,2025-04-12,organic,mobile_web
4716,23,2025-05-25,paid_ads,mobile_app
4717,402,2025-05-11,organic,mobile_app
4718,211,2025-03-24,paid_ads,mobile_web
4719,1111,2025-02-25,organic,mobile_app
4720,1077,2025-02-02,social,desktop
4721,262,2025-02-25,email,desktop
4722,1017,2025-04-01,organic,mobile_app
4723,738,2025-02-01,paid_ads,mobile_app
4724,386,2025-01-19,direct,mobile_app
4725,994,2025-06-18,direct,mobile_app
4726,1095,2025-01-26,direct,mobile_web
4727,980,2025-04-06,social,mobile_app
4728,835,2025-03-31,paid_ads,mobile_web
4729,862,2025-02-22,email,mobile_app
4730,267,2025-03-12,social,mobile_app
4731,573,2025-02-15,direct,desktop
4732,437,2025-04-18,email,mobile_app
4733,840,2025-04-15,organic,mobile_app
4734,127,2025-05-27,direct,desktop
4735,821,2025-01-18,paid_ads,mobile_app
4736,858,2025-06-18,paid_ads,mobile_web
4737,210,2025-04-14,paid_ads,mobile_app
4738,805,2025-04-03,organic,mobile_app
4739,689,2025-03-02,social,desktop
4740,1192,2025-03-04,social,mobile_app
4741,894,2025-04-24,organic,mobile_app
4742,812,2025-05-02,organic,mobile_app
4743,366,2025-04-28,email,mobile_app
4744,231,2025-03-12,organic,mobile_app
4745,769,2025-06-03,organic,mobile_app
4746,3,2025-02-27,organic,mobile_app
4747,1112,2025-02-06,social,mobile_app
4748,830,2025-06-01,organic,mobile_app
4749,96,2025-01-05,social,mobile_web
4750,887,2025-02-03,social,desktop
4751,74,2025-05-18,direct,desktop
4752,465,2025-05-13,organic,desktop
4753,624,2025-06-21,paid_ads,mobile_app
4754,478,2025-01-19,paid_ads,desktop
4755,374,2025-06-22,organic,desktop
4756,574,2025-04-01,organic,desktop
4757,786,2025-06-06,organic,mobile_web
4758,50,2025-02-05,social,desktop
4759,477,2025-01-16,paid_ads,mobile_app
4760,447,2025-01-29,email,desktop
4761,872,2025-01-21,paid_ads,desktop
4762,286,2025-04-04,email,desktop
4763,737,2025-02-05,email,mobile_app
4764,82,2025-01-16,direct,mobile_app
4765,65,2025-04-05,paid_ads,mobile_web
4766,252,2025-03-06,social,desktop
4767,1186,2025-06-18,email,mobile_web
4768,1176,2025-06-01,paid_ads,mobile_app
4769,285,2025-01-25,paid_ads,desktop
4770,613,2025-01-10,paid_ads,mobile_app
4771,332,2025-03-24,paid_ads,mobile_app
4772,232,2025-03-27,social,mobile_app
4773,399,2025-02-03,organic,mobile_app
4774,505,2025-02-16,organic,mobile_app
4775,1168,2025-03-09,social,desktop
4776,248,2025-01-05,paid_ads,mobile_app
4777,327,2025-05-20,paid_ads,mobile_web
4778,676,2025-03-25,organic,mobile_app
4779,158,2025-04-09,organic,mobile_app
4780,890,2025-05-01,organic,mobile_web
4781,664,2025-05-26,email,mobile_web
4782,454,2025-02-26,social,mobile_app
4783,14,2025-06-16,organic,mobile_web
4784,1079,2025-01-01,social,mobile_app
4785,990,2025-02-06,social,mobile_app
4786,685,2025-03-21,paid_ads,mobile_app
4787,405,2025-03-23,paid_ads,mobile_web
4788,108,2025-03-24,direct,mobile_web
4789,656,2025-04-26,email,mobile_app
4790,731,2025-05-26,paid_ads,mobile_app
4791,809,2025-02-04,social,desktop
4792,292,2025-04-30,paid_ads,desktop
4793,578,2025-05-09,direct,desktop
4794,1,2025-02-15,direct,mobile_app
4795,1158,2025-06-05,paid_ads,desktop
4796,348,2025-02-06,email,mobile_app
4797,726,2025-06-20,social,mobile_app
4798,246,2025-06-27,organic,mobile_app
4799,116,2025-03-10,paid_ads,mobile_app
4800,959,2025-03-05,paid_ads,mobile_app
4801,983,2025-06-09,direct,desktop
4802,410,2025-05-14,social,desktop
4803,474,2025-05-28,email,mobile_web
4804,420,2025-04-11,organic,desktop
4805,641,2025-01-05,paid_ads,mobile_web
4806,744,2025-06-18,direct,mobile_app
4807,512,2025-05-05,email,mobile_app
4808,935,2025-05-11,social,mobile_app
4809,175,2025-04-15,social,mobile_app
4810,522,2025-03-08,organic,mobile_app
4811,1144,2025-04-08,email,mobile_app
4812,1084,2025-02-06,social,mobile_app
4813,1171,2025-06-11,social,mobile_app
4814,247,2025-05-14,social,mobile_web
4815,1194,2025-05-06,paid_ads,mobile_web
4816,122,2025-05-14,paid_ads,desktop
4817,880,2025-02-25,direct,mobile_web
4818,859,2025-04-06,email,mobile_app
4819,942,2025-02-20,direct,mobile_web
4820,990,2025-06-08,paid_ads,mobile_web
4821,906,2025-03-28,organic,desktop
4822,218,2025-02-18,paid_ads,desktop
4823,348,2025-01-07,paid_ads,mobile_app
4824,544,2025-01-20,social,mobile_app
4825,241,2025-05-04,organic,mobile_app
4826,35,2025-05-06,email,desktop
4827,120,2025-05-24,social,mobile_web
4828,642,2025-03-13,paid_ads,mobile_app
4829,14,2025-06-08,direct,mobile_app
4830,47,2025-02-21,social,mobile_app
4831,343,2025-03-26,direct,mobile_web
4832,1150,2025-02-07,paid_ads,mobile_app
4833,486,2025-01-27,email,mobile_app
4834,704,2025-02-15,direct,desktop
4835,192,2025-02-14,organic,desktop
4836,876,2025-01-14,organic,mobile_app
4837,631,2025-02-09,social,mobile_app
4838,838,2025-06-29,email,mobile_app
4839,548,2025-03-19,organic,desktop
4840,125,2025-01-02,social,mobile_app
4841,1160,2025-01-07,organic,mobile_app
4842,760,2025-03-07,paid_ads,mobile_app
4843,748,2025-01-26,direct,mobile_app
4844,1156,2025-06-25,organic,mobile_web
4845,459,2025-06-04,paid_ads,mobile_web
4846,17,2025-01-08,organic,mobile_app
4847,36,2025-01-14,organic,mobile_web
4848,1055,2025-04-17,paid_ads,mobile_app
4849,67,2025-01-15,direct,mobile_app
4850,694,2025-04-29,organic,desktop
4851,526,2025-05-05,social,mobile_web
4852,694,2025-02-26,email,desktop
4853,732,2025-06-18,organic,mobile_app
4854,254,2025-06-07,social,mobile_web
4855,989,2025-05-11,paid_ads,mobile_web
4856,184,2025-03-14,paid_ads,mobile_web
4857,682,2025-01-15,organic,desktop
4858,216,2025-02-10,paid_ads,mobile_app
4859,151,2025-04-02,direct,desktop
4860,43,2025-03-23,direct,desktop
4861,843,2025-05-27,paid_ads,mobile_web
4862,1143,2025-01-31,organic,mobile_web
4863,536,2025-06-01,organic,mobile_app
4864,1104,2025-06-18,organic,desktop
4865,710,2025-06-08,paid_ads,mobile_web
4866,263,2025-03-05,organic,mobile_web
4867,984,2025-01-22,organic,mobile_app
4868,1162,2025-04-21,paid_ads,mobile_web
4869,891,2025-02-07,paid_ads,mobile_app
4870,476,2025-05-01,organic,mobile_web
4871,364,2025-03-01,paid_ads,desktop
4872,777,2025-02-28,social,mobile_app
4873,792,2025-01-09,direct,mobile_app
4874,1027,2025-04-13,paid_ads,mobile_app
4875,957,2025-05-08,paid_ads,desktop
4876,1066,2025-01-21,paid_ads,mobile_app
4877,1122,2025-03-11,social,mobile_app
4878,659,2025-03-08,social,mobile_web
4879,459,2025-03-24,organic,mobile_app
4880,605,2025-05-04,paid_ads,mobile_app
4881,659,2025-03-13,organic,desktop
4882,969,2025-01-29,social,mobile_app
4883,496,2025-02-05,paid_ads,mobile_app
4884,265,2025-04-22,direct,mobile_app
4885,1128,2025-04-05,organic,mobile_app
4886,507,2025-02-09,direct,mobile_app
4887,192,2025-04-21,paid_ads,mobile_app
4888,960,2025-01-23,organic,mobile_app
4889,455,2025-04-28,direct,mobile_app
4890,389,2025-04-27,paid_ads,mobile_app
4891,73,2025-06-27,paid_ads,desktop
4892,678,2025-05-11,organic,mobile_web
4893,346,2025-01-13,paid_ads,mobile_app
4894,724,2025-06-16,email,desktop
4895,524,2025-03-02,paid_ads,mobile_web
