order_item_id,order_id,product_id,quantity,item_price,line_amount,item_status
1435,772,1004,3,36.0,108.0,fulfilled
1436,772,1142,1,147.0,147.0,fulfilled
1437,773,1062,1,59.0,59.0,fulfilled
1438,774,1091,1,311.0,311.0,fulfilled
1439,775,1091,1,311.0,311.0,fulfilled
1440,776,1031,1,159.0,159.0,fulfilled
1441,777,1113,2,185.0,370.0,fulfilled
1442,777,1106,2,337.0,674.0,fulfilled
1443,778,1057,1,156.0,156.0,fulfilled
1444,779,1122,1,672.0,672.0,fulfilled
1445,779,1143,1,259.0,259.0,fulfilled
1446,779,1142,1,147.0,147.0,fulfilled
1447,780,1117,1,61.0,61.0,fulfilled
1448,780,1108,3,398.0,1194.0,fulfilled
1449,780,1128,2,207.0,414.0,fulfilled
1450,781,1136,3,393.0,1179.0,fulfilled
1451,781,1128,1,207.0,207.0,fulfilled
1452,782,1117,1,61.0,61.0,fulfilled
1453,782,1092,1,327.0,327.0,fulfilled
1454,782,1089,1,154.0,154.0,fulfilled
1455,782,1108,1,398.0,398.0,fulfilled
1456,782,1028,2,311.0,622.0,fulfilled
1457,783,1062,2,59.0,118.0,fulfilled
1458,784,1118,1,93.0,93.0,fulfilled
1459,784,1002,1,186.0,186.0,fulfilled
1460,785,1096,1,251.0,251.0,fulfilled
1461,786,1141,1,664.0,664.0,fulfilled
1462,786,1038,1,50.0,50.0,fulfilled
1463,787,1146,1,911.0,911.0,fulfilled
1464,787,1015,1,115.0,115.0,fulfilled
1465,787,1112,1,610.0,610.0,fulfilled
1466,788,1019,2,224.0,448.0,fulfilled
1467,789,1132,1,296.0,296.0,fulfilled
1468,790,1109,1,413.0,413.0,fulfilled
1469,790,1112,1,610.0,610.0,fulfilled
1470,791,1061,2,310.0,620.0,fulfilled
1471,791,1118,1,93.0,93.0,fulfilled
1472,791,1062,1,59.0,59.0,fulfilled
1473,791,1072,1,76.0,76.0,fulfilled
1474,792,1003,1,127.0,127.0,fulfilled
1475,792,1001,1,36.0,36.0,fulfilled
1476,793,1034,1,70.0,70.0,fulfilled
1477,793,1044,2,30.0,60.0,fulfilled
1478,793,1061,1,310.0,310.0,fulfilled
1479,793,1001,2,36.0,72.0,fulfilled
1480,794,1001,1,36.0,36.0,fulfilled
1481,795,1136,2,393.0,786.0,fulfilled
1482,796,1015,1,115.0,115.0,fulfilled
1483,797,1094,3,308.0,924.0,fulfilled
1484,798,1125,1,667.0,667.0,fulfilled
1485,799,1003,1,127.0,127.0,fulfilled
1486,799,1037,1,116.0,116.0,fulfilled
1487,799,1070,2,303.0,606.0,fulfilled
1488,800,1144,2,438.0,876.0,fulfilled
1489,800,1128,2,207.0,414.0,fulfilled
1490,801,1023,1,87.0,87.0,fulfilled
1491,802,1019,1,224.0,224.0,substituted
1492,802,1021,3,232.0,696.0,fulfilled
1493,802,1128,1,207.0,207.0,fulfilled
1494,803,1072,1,76.0,76.0,fulfilled
1495,803,1093,1,288.0,288.0,substituted
1496,803,1145,1,1144.0,1144.0,fulfilled
1497,803,1015,3,115.0,345.0,out_of_stock_removed
1498,803,1103,1,220.0,220.0,fulfilled
1499,804,1025,2,175.0,350.0,rejected_substitution
1500,805,1024,2,236.0,472.0,fulfilled
1501,806,1087,1,341.0,341.0,fulfilled
1502,807,1111,2,60.0,120.0,fulfilled
1503,808,1088,1,240.0,240.0,fulfilled
1504,809,1113,1,185.0,185.0,out_of_stock_removed
1505,810,1136,2,393.0,786.0,fulfilled
1506,811,1010,2,254.0,508.0,substituted
1507,812,1110,2,577.0,1154.0,fulfilled
1508,813,1005,1,155.0,155.0,fulfilled
1509,813,1141,1,664.0,664.0,fulfilled
1510,813,1142,1,147.0,147.0,fulfilled
1511,814,1068,1,270.0,270.0,fulfilled
1512,815,1143,3,259.0,777.0,fulfilled
1513,816,1041,1,309.0,309.0,fulfilled
1514,817,1015,1,115.0,115.0,fulfilled
1515,817,1015,2,115.0,230.0,fulfilled
1516,818,1015,1,115.0,115.0,fulfilled
1517,819,1023,1,87.0,87.0,fulfilled
1518,819,1092,2,327.0,654.0,fulfilled
1519,820,1102,1,887.0,887.0,fulfilled
1520,820,1089,2,154.0,308.0,fulfilled
1521,820,1037,1,116.0,116.0,fulfilled
1522,821,1114,1,156.0,156.0,fulfilled
1523,821,1141,1,664.0,664.0,fulfilled
1524,822,1072,2,76.0,152.0,fulfilled
1525,822,1127,1,633.0,633.0,fulfilled
1526,822,1143,1,259.0,259.0,fulfilled
1527,823,1052,1,30.0,30.0,fulfilled
1528,823,1100,1,548.0,548.0,fulfilled
1529,824,1024,1,236.0,236.0,fulfilled
1530,824,1019,1,224.0,224.0,fulfilled
1531,824,1140,1,240.0,240.0,fulfilled
1532,825,1128,1,207.0,207.0,fulfilled
1533,825,1015,3,115.0,345.0,fulfilled
1534,825,1025,2,175.0,350.0,fulfilled
1535,826,1007,3,108.0,324.0,fulfilled
1536,827,1017,1,198.0,198.0,fulfilled
1537,827,1089,1,154.0,154.0,fulfilled
1538,828,1037,1,116.0,116.0,fulfilled
1539,828,1117,1,61.0,61.0,fulfilled
1540,828,1032,1,173.0,173.0,fulfilled
1541,828,1128,2,207.0,414.0,fulfilled
1542,829,1136,1,393.0,393.0,fulfilled
1543,830,1036,1,58.0,58.0,fulfilled
1544,830,1027,2,44.0,88.0,fulfilled
1545,830,1118,1,93.0,93.0,fulfilled
1546,830,1035,2,297.0,594.0,fulfilled
1547,831,1143,1,259.0,259.0,fulfilled
1548,831,1093,1,288.0,288.0,fulfilled
1549,832,1061,3,310.0,930.0,fulfilled
1550,832,1069,1,313.0,313.0,fulfilled
1551,832,1041,1,309.0,309.0,fulfilled
1552,833,1053,1,37.0,37.0,fulfilled
1553,834,1058,1,84.0,84.0,fulfilled
1554,834,1132,1,296.0,296.0,rejected_substitution
1555,834,1144,1,438.0,438.0,fulfilled
1556,835,1132,3,296.0,888.0,fulfilled
1557,835,1019,1,224.0,224.0,fulfilled
1558,836,1145,2,1144.0,2288.0,fulfilled
1559,836,1044,1,30.0,30.0,fulfilled
1560,837,1004,2,36.0,72.0,rejected_substitution
1561,837,1080,1,187.0,187.0,fulfilled
1562,838,1007,1,108.0,108.0,fulfilled
1563,838,1078,1,265.0,265.0,fulfilled
1564,839,1070,2,303.0,606.0,fulfilled
1565,840,1115,1,460.0,460.0,fulfilled
1566,840,1072,3,76.0,228.0,fulfilled
1567,841,1015,1,115.0,115.0,fulfilled
1568,842,1080,3,187.0,561.0,fulfilled
1569,843,1060,2,211.0,422.0,fulfilled
1570,843,1140,1,240.0,240.0,fulfilled
1571,844,1061,1,310.0,310.0,rejected_substitution
1572,844,1074,2,153.0,306.0,fulfilled
1573,844,1143,1,259.0,259.0,fulfilled
1574,845,1132,2,296.0,592.0,fulfilled
1575,845,1141,1,664.0,664.0,fulfilled
1576,845,1069,1,313.0,313.0,fulfilled
1577,846,1080,1,187.0,187.0,fulfilled
1578,846,1127,1,633.0,633.0,fulfilled
1579,846,1084,1,45.0,45.0,fulfilled
1580,846,1117,1,61.0,61.0,fulfilled
1581,847,1132,1,296.0,296.0,fulfilled
1582,847,1024,1,236.0,236.0,fulfilled
1583,848,1143,1,259.0,259.0,fulfilled
1584,848,1078,1,265.0,265.0,fulfilled
1585,848,1044,1,30.0,30.0,fulfilled
1586,849,1082,3,130.0,390.0,rejected_substitution
1587,849,1056,1,180.0,180.0,fulfilled
1588,850,1128,2,207.0,414.0,fulfilled
1589,851,1093,1,288.0,288.0,fulfilled
1590,851,1015,1,115.0,115.0,out_of_stock_removed
1591,852,1124,1,482.0,482.0,fulfilled
1592,852,1135,1,1063.0,1063.0,fulfilled
1593,852,1063,1,165.0,165.0,fulfilled
1594,852,1012,1,192.0,192.0,rejected_substitution
1595,853,1103,1,220.0,220.0,fulfilled
1596,854,1015,1,115.0,115.0,fulfilled
1597,854,1041,1,309.0,309.0,fulfilled
1598,855,1096,2,251.0,502.0,fulfilled
1599,855,1086,1,62.0,62.0,fulfilled
1600,856,1098,3,599.0,1797.0,fulfilled
1601,857,1115,1,460.0,460.0,fulfilled
1602,858,1103,3,220.0,660.0,fulfilled
1603,858,1141,1,664.0,664.0,fulfilled
1604,859,1117,2,61.0,122.0,fulfilled
1605,859,1132,2,296.0,592.0,fulfilled
1606,860,1136,1,393.0,393.0,fulfilled
1607,860,1012,1,192.0,192.0,fulfilled
1608,860,1115,1,460.0,460.0,fulfilled
1609,861,1070,1,303.0,303.0,fulfilled
1610,861,1021,1,232.0,232.0,fulfilled
1611,861,1015,2,115.0,230.0,fulfilled
1612,861,1080,2,187.0,374.0,fulfilled
1613,862,1024,1,236.0,236.0,fulfilled
1614,862,1098,1,599.0,599.0,fulfilled
1615,863,1114,2,156.0,312.0,fulfilled
1616,863,1038,1,50.0,50.0,fulfilled
1617,863,1113,2,185.0,370.0,out_of_stock_removed
1618,864,1088,1,240.0,240.0,fulfilled
1619,865,1015,1,115.0,115.0,fulfilled
1620,865,1068,3,270.0,810.0,rejected_substitution
1621,865,1075,1,161.0,161.0,fulfilled
1622,866,1053,1,37.0,37.0,fulfilled
1623,866,1132,2,296.0,592.0,fulfilled
1624,866,1019,1,224.0,224.0,substituted
1625,867,1114,1,156.0,156.0,fulfilled
1626,868,1103,1,220.0,220.0,fulfilled
1627,869,1098,1,599.0,599.0,rejected_substitution
1628,869,1031,1,159.0,159.0,fulfilled
1629,870,1036,1,58.0,58.0,fulfilled
1630,871,1114,1,156.0,156.0,fulfilled
1631,872,1096,2,251.0,502.0,fulfilled
1632,873,1005,1,155.0,155.0,fulfilled
1633,873,1065,2,388.0,776.0,fulfilled
1634,873,1097,1,336.0,336.0,fulfilled
1635,874,1142,1,147.0,147.0,rejected_substitution
1636,875,1041,1,309.0,309.0,fulfilled
1637,876,1077,1,54.0,54.0,fulfilled
1638,877,1132,1,296.0,296.0,fulfilled
1639,878,1132,1,296.0,296.0,fulfilled
1640,879,1028,1,311.0,311.0,fulfilled
1641,880,1046,1,31.0,31.0,substituted
1642,880,1136,1,393.0,393.0,fulfilled
1643,881,1078,1,265.0,265.0,fulfilled
1644,882,1088,1,240.0,240.0,fulfilled
1645,882,1143,1,259.0,259.0,fulfilled
1646,882,1136,3,393.0,1179.0,fulfilled
1647,882,1024,2,236.0,472.0,fulfilled
1648,883,1046,3,31.0,93.0,fulfilled
1649,884,1072,3,76.0,228.0,fulfilled
1650,884,1025,1,175.0,175.0,fulfilled
1651,885,1128,2,207.0,414.0,substituted
1652,885,1026,1,210.0,210.0,fulfilled
1653,885,1142,1,147.0,147.0,fulfilled
1654,885,1131,1,143.0,143.0,fulfilled
1655,886,1104,3,737.0,2211.0,fulfilled
1656,887,1143,1,259.0,259.0,fulfilled
1657,887,1127,2,633.0,1266.0,fulfilled
1658,888,1080,2,187.0,374.0,fulfilled
1659,889,1026,3,210.0,630.0,fulfilled
1660,889,1057,1,156.0,156.0,fulfilled
1661,889,1078,1,265.0,265.0,fulfilled
1662,890,1132,2,296.0,592.0,fulfilled
1663,890,1140,2,240.0,480.0,fulfilled
1664,890,1142,2,147.0,294.0,fulfilled
1665,890,1141,1,664.0,664.0,fulfilled
1666,890,1115,1,460.0,460.0,out_of_stock_removed
1667,890,1095,1,746.0,746.0,fulfilled
1668,891,1070,3,303.0,909.0,fulfilled
1669,891,1054,2,49.0,98.0,fulfilled
1670,891,1141,2,664.0,1328.0,fulfilled
1671,892,1015,1,115.0,115.0,fulfilled
1672,893,1072,2,76.0,152.0,fulfilled
1673,894,1131,1,143.0,143.0,fulfilled
1674,894,1142,3,147.0,441.0,fulfilled
1675,894,1117,1,61.0,61.0,fulfilled
1676,895,1045,2,114.0,228.0,fulfilled
1677,895,1088,1,240.0,240.0,fulfilled
1678,895,1115,1,460.0,460.0,fulfilled
1679,895,1019,1,224.0,224.0,fulfilled
1680,896,1145,2,1144.0,2288.0,fulfilled
1681,896,1141,2,664.0,1328.0,fulfilled
1682,896,1015,1,115.0,115.0,out_of_stock_removed
1683,897,1141,2,664.0,1328.0,fulfilled
1684,897,1071,2,423.0,846.0,fulfilled
1685,897,1055,1,91.0,91.0,fulfilled
1686,898,1129,1,649.0,649.0,fulfilled
1687,898,1015,1,115.0,115.0,fulfilled
1688,899,1141,3,664.0,1992.0,fulfilled
1689,900,1103,3,220.0,660.0,fulfilled
1690,901,1107,1,665.0,665.0,fulfilled
1691,902,1093,1,288.0,288.0,fulfilled
1692,902,1082,1,130.0,130.0,fulfilled
1693,902,1128,2,207.0,414.0,fulfilled
1694,903,1121,1,549.0,549.0,fulfilled
1695,903,1059,1,444.0,444.0,fulfilled
1696,904,1015,3,115.0,345.0,out_of_stock_removed
1697,905,1089,2,154.0,308.0,out_of_stock_removed
1698,905,1144,1,438.0,438.0,fulfilled
1699,906,1127,1,633.0,633.0,fulfilled
1700,907,1132,2,296.0,592.0,fulfilled
1701,908,1143,1,259.0,259.0,fulfilled
1702,908,1073,1,90.0,90.0,fulfilled
1703,909,1128,1,207.0,207.0,substituted
1704,909,1080,1,187.0,187.0,fulfilled
1705,909,1141,1,664.0,664.0,fulfilled
1706,910,1071,1,423.0,423.0,fulfilled
1707,911,1056,2,180.0,360.0,fulfilled
1708,912,1017,1,198.0,198.0,fulfilled
1709,912,1131,1,143.0,143.0,fulfilled
1710,913,1047,1,102.0,102.0,substituted
1711,914,1132,3,296.0,888.0,fulfilled
1712,914,1032,2,173.0,346.0,substituted
1713,914,1039,2,182.0,364.0,fulfilled
1714,915,1141,1,664.0,664.0,fulfilled
1715,915,1034,2,70.0,140.0,fulfilled
1716,915,1015,1,115.0,115.0,fulfilled
1717,916,1112,1,610.0,610.0,fulfilled
1718,916,1136,1,393.0,393.0,fulfilled
1719,916,1074,3,153.0,459.0,fulfilled
1720,916,1018,1,177.0,177.0,fulfilled
1721,917,1070,1,303.0,303.0,fulfilled
1722,918,1099,1,338.0,338.0,fulfilled
1723,919,1081,1,37.0,37.0,fulfilled
1724,920,1061,3,310.0,930.0,fulfilled
1725,921,1057,3,156.0,468.0,fulfilled
1726,921,1046,2,31.0,62.0,fulfilled
1727,921,1129,1,649.0,649.0,fulfilled
1728,922,1005,3,155.0,465.0,fulfilled
1729,923,1069,3,313.0,939.0,fulfilled
1730,923,1033,1,282.0,282.0,fulfilled
1731,924,1132,3,296.0,888.0,substituted
1732,925,1028,1,311.0,311.0,fulfilled
1733,926,1124,2,482.0,964.0,fulfilled
1734,926,1137,1,532.0,532.0,fulfilled
1735,926,1136,1,393.0,393.0,fulfilled
1736,926,1067,1,275.0,275.0,fulfilled
1737,926,1132,1,296.0,296.0,rejected_substitution
1738,927,1072,1,76.0,76.0,fulfilled
1739,928,1080,1,187.0,187.0,fulfilled
1740,928,1141,1,664.0,664.0,fulfilled
1741,928,1131,2,143.0,286.0,fulfilled
1742,929,1070,1,303.0,303.0,fulfilled
1743,929,1036,1,58.0,58.0,fulfilled
1744,929,1047,1,102.0,102.0,fulfilled
1745,929,1042,2,235.0,470.0,fulfilled
1746,929,1026,1,210.0,210.0,fulfilled
1747,929,1024,3,236.0,708.0,substituted
1748,930,1048,1,136.0,136.0,out_of_stock_removed
1749,931,1015,1,115.0,115.0,fulfilled
1750,931,1143,1,259.0,259.0,fulfilled
1751,931,1122,1,672.0,672.0,fulfilled
1752,932,1021,2,232.0,464.0,fulfilled
1753,932,1086,1,62.0,62.0,rejected_substitution
1754,933,1114,1,156.0,156.0,fulfilled
1755,933,1134,1,935.0,935.0,fulfilled
1756,934,1115,2,460.0,920.0,fulfilled
1757,934,1135,2,1063.0,2126.0,fulfilled
1758,935,1061,1,310.0,310.0,fulfilled
1759,935,1015,1,115.0,115.0,fulfilled
1760,936,1096,1,251.0,251.0,fulfilled
1761,936,1101,1,561.0,561.0,fulfilled
1762,937,1132,1,296.0,296.0,fulfilled
1763,938,1039,1,182.0,182.0,fulfilled
1764,939,1117,1,61.0,61.0,fulfilled
1765,939,1028,1,311.0,311.0,fulfilled
1766,940,1066,2,203.0,406.0,fulfilled
1767,940,1091,1,311.0,311.0,fulfilled
1768,940,1032,1,173.0,173.0,rejected_substitution
1769,941,1140,1,240.0,240.0,fulfilled
1770,941,1086,1,62.0,62.0,fulfilled
1771,942,1038,2,50.0,100.0,rejected_substitution
1772,942,1016,1,179.0,179.0,fulfilled
1773,942,1035,1,297.0,297.0,fulfilled
1774,943,1070,2,303.0,606.0,fulfilled
1775,944,1028,1,311.0,311.0,fulfilled
1776,944,1071,2,423.0,846.0,fulfilled
1777,944,1128,1,207.0,207.0,fulfilled
1778,945,1141,1,664.0,664.0,fulfilled
1779,945,1022,1,240.0,240.0,fulfilled
1780,945,1015,1,115.0,115.0,fulfilled
1781,946,1071,1,423.0,423.0,fulfilled
1782,947,1098,1,599.0,599.0,fulfilled
1783,948,1076,2,312.0,624.0,fulfilled
1784,948,1044,1,30.0,30.0,fulfilled
1785,948,1070,2,303.0,606.0,fulfilled
1786,949,1139,1,83.0,83.0,substituted
1787,950,1060,1,211.0,211.0,fulfilled
1788,951,1117,1,61.0,61.0,fulfilled
1789,951,1015,1,115.0,115.0,fulfilled
1790,951,1093,2,288.0,576.0,fulfilled
1791,951,1070,2,303.0,606.0,fulfilled
1792,952,1052,2,30.0,60.0,fulfilled
1793,953,1062,1,59.0,59.0,fulfilled
1794,954,1029,1,238.0,238.0,substituted
1795,954,1004,1,36.0,36.0,fulfilled
1796,954,1041,1,309.0,309.0,fulfilled
1797,955,1128,2,207.0,414.0,fulfilled
1798,955,1128,1,207.0,207.0,fulfilled
1799,955,1024,1,236.0,236.0,fulfilled
1800,955,1007,1,108.0,108.0,rejected_substitution
1801,956,1023,1,87.0,87.0,fulfilled
1802,956,1019,2,224.0,448.0,fulfilled
1803,956,1093,1,288.0,288.0,fulfilled
1804,957,1071,1,423.0,423.0,fulfilled
1805,957,1139,1,83.0,83.0,fulfilled
1806,958,1140,1,240.0,240.0,fulfilled
1807,958,1020,1,103.0,103.0,fulfilled
1808,959,1132,2,296.0,592.0,fulfilled
1809,959,1132,1,296.0,296.0,fulfilled
1810,959,1015,1,115.0,115.0,fulfilled
1811,959,1139,3,83.0,249.0,fulfilled
1812,960,1131,1,143.0,143.0,fulfilled
1813,960,1140,2,240.0,480.0,fulfilled
1814,961,1080,1,187.0,187.0,fulfilled
1815,962,1124,1,482.0,482.0,fulfilled
1816,962,1070,1,303.0,303.0,fulfilled
1817,963,1024,1,236.0,236.0,fulfilled
1818,964,1015,1,115.0,115.0,fulfilled
1819,965,1018,1,177.0,177.0,fulfilled
1820,965,1080,1,187.0,187.0,fulfilled
1821,966,1132,1,296.0,296.0,fulfilled
1822,967,1092,1,327.0,327.0,fulfilled
1823,968,1016,2,179.0,358.0,substituted
1824,969,1038,1,50.0,50.0,fulfilled
1825,969,1028,2,311.0,622.0,fulfilled
1826,969,1106,1,337.0,337.0,fulfilled
1827,970,1047,3,102.0,306.0,substituted
1828,970,1141,1,664.0,664.0,fulfilled
1829,971,1070,1,303.0,303.0,fulfilled
1830,972,1114,3,156.0,468.0,fulfilled
1831,973,1096,1,251.0,251.0,fulfilled
1832,974,1019,1,224.0,224.0,fulfilled
1833,974,1067,1,275.0,275.0,fulfilled
1834,974,1091,1,311.0,311.0,fulfilled
1835,975,1033,1,282.0,282.0,fulfilled
1836,976,1115,1,460.0,460.0,fulfilled
1837,977,1086,1,62.0,62.0,fulfilled
1838,977,1076,1,312.0,312.0,fulfilled
1839,977,1133,2,586.0,1172.0,fulfilled
1840,978,1022,1,240.0,240.0,substituted
1841,979,1020,1,103.0,103.0,substituted
1842,980,1060,1,211.0,211.0,fulfilled
1843,980,1024,1,236.0,236.0,fulfilled
1844,981,1043,1,80.0,80.0,fulfilled
1845,981,1024,1,236.0,236.0,substituted
1846,982,1047,1,102.0,102.0,fulfilled
1847,982,1060,1,211.0,211.0,fulfilled
1848,982,1134,2,935.0,1870.0,fulfilled
1849,983,1067,1,275.0,275.0,fulfilled
1850,984,1060,1,211.0,211.0,fulfilled
1851,984,1085,2,200.0,400.0,fulfilled
1852,984,1060,1,211.0,211.0,fulfilled
1853,985,1063,1,165.0,165.0,fulfilled
1854,986,1128,2,207.0,414.0,fulfilled
1855,987,1019,3,224.0,672.0,fulfilled
1856,988,1067,2,275.0,550.0,fulfilled
1857,988,1141,2,664.0,1328.0,fulfilled
1858,988,1056,1,180.0,180.0,out_of_stock_removed
1859,989,1112,1,610.0,610.0,fulfilled
1860,989,1006,1,31.0,31.0,fulfilled
1861,989,1060,2,211.0,422.0,fulfilled
1862,989,1061,1,310.0,310.0,fulfilled
1863,990,1069,1,313.0,313.0,fulfilled
1864,991,1013,1,97.0,97.0,rejected_substitution
1865,992,1125,1,667.0,667.0,fulfilled
1866,993,1087,2,341.0,682.0,fulfilled
1867,994,1101,1,561.0,561.0,fulfilled
1868,994,1034,2,70.0,140.0,fulfilled
1869,995,1016,1,179.0,179.0,substituted
1870,995,1053,1,37.0,37.0,fulfilled
1871,995,1037,2,116.0,232.0,fulfilled
1872,996,1074,1,153.0,153.0,rejected_substitution
1873,996,1136,1,393.0,393.0,fulfilled
1874,996,1082,1,130.0,130.0,fulfilled
1875,997,1053,2,37.0,74.0,substituted
1876,998,1006,1,31.0,31.0,fulfilled
1877,998,1101,2,561.0,1122.0,fulfilled
1878,998,1055,1,91.0,91.0,fulfilled
1879,999,1021,1,232.0,232.0,fulfilled
1880,1000,1141,1,664.0,664.0,fulfilled
1881,1000,1104,2,737.0,1474.0,fulfilled
1882,1001,1053,1,37.0,37.0,fulfilled
1883,1001,1075,1,161.0,161.0,fulfilled
1884,1002,1046,2,31.0,62.0,fulfilled
1885,1002,1127,1,633.0,633.0,fulfilled
1886,1003,1046,1,31.0,31.0,fulfilled
1887,1003,1131,3,143.0,429.0,fulfilled
1888,1004,1076,1,312.0,312.0,fulfilled
1889,1005,1118,1,93.0,93.0,rejected_substitution
1890,1006,1101,3,561.0,1683.0,fulfilled
1891,1006,1013,1,97.0,97.0,fulfilled
1892,1007,1113,1,185.0,185.0,fulfilled
1893,1008,1089,1,154.0,154.0,fulfilled
1894,1008,1046,1,31.0,31.0,rejected_substitution
1895,1008,1108,1,398.0,398.0,fulfilled
1896,1009,1141,1,664.0,664.0,fulfilled
1897,1009,1141,1,664.0,664.0,fulfilled
1898,1009,1143,1,259.0,259.0,fulfilled
1899,1010,1141,1,664.0,664.0,fulfilled
1900,1010,1015,2,115.0,230.0,out_of_stock_removed
1901,1011,1053,1,37.0,37.0,fulfilled
1902,1011,1019,2,224.0,448.0,fulfilled
1903,1012,1005,2,155.0,310.0,out_of_stock_removed
1904,1013,1140,1,240.0,240.0,fulfilled
1905,1014,1015,1,115.0,115.0,fulfilled
1906,1014,1061,1,310.0,310.0,substituted
1907,1015,1035,2,297.0,594.0,fulfilled
1908,1015,1015,1,115.0,115.0,out_of_stock_removed
1909,1016,1132,1,296.0,296.0,fulfilled
1910,1016,1062,1,59.0,59.0,out_of_stock_removed
1911,1016,1041,1,309.0,309.0,fulfilled
1912,1017,1113,2,185.0,370.0,fulfilled
1913,1017,1132,1,296.0,296.0,fulfilled
1914,1017,1055,1,91.0,91.0,fulfilled
1915,1018,1143,1,259.0,259.0,fulfilled
1916,1018,1025,1,175.0,175.0,substituted
1917,1019,1104,1,737.0,737.0,fulfilled
1918,1020,1117,1,61.0,61.0,fulfilled
1919,1021,1093,1,288.0,288.0,fulfilled
1920,1022,1063,2,165.0,330.0,fulfilled
1921,1023,1091,1,311.0,311.0,fulfilled
1922,1023,1041,1,309.0,309.0,fulfilled
1923,1023,1136,2,393.0,786.0,fulfilled
1924,1024,1060,1,211.0,211.0,fulfilled
1925,1025,1079,1,90.0,90.0,fulfilled
1926,1026,1132,1,296.0,296.0,fulfilled
1927,1027,1024,1,236.0,236.0,substituted
1928,1027,1029,1,238.0,238.0,fulfilled
1929,1028,1120,1,475.0,475.0,fulfilled
1930,1028,1099,1,338.0,338.0,fulfilled
1931,1028,1136,1,393.0,393.0,fulfilled
1932,1029,1143,3,259.0,777.0,fulfilled
1933,1029,1140,1,240.0,240.0,fulfilled
1934,1030,1024,1,236.0,236.0,fulfilled
1935,1030,1079,1,90.0,90.0,fulfilled
1936,1030,1112,2,610.0,1220.0,fulfilled
1937,1031,1127,1,633.0,633.0,fulfilled
1938,1031,1055,1,91.0,91.0,rejected_substitution
1939,1032,1003,1,127.0,127.0,fulfilled
1940,1033,1069,1,313.0,313.0,fulfilled
1941,1034,1015,1,115.0,115.0,fulfilled
1942,1034,1001,1,36.0,36.0,fulfilled
1943,1035,1027,1,44.0,44.0,fulfilled
1944,1036,1140,1,240.0,240.0,fulfilled
1945,1036,1091,1,311.0,311.0,fulfilled
1946,1037,1067,3,275.0,825.0,fulfilled
1947,1037,1015,1,115.0,115.0,out_of_stock_removed
1948,1038,1007,1,108.0,108.0,fulfilled
1949,1038,1046,3,31.0,93.0,fulfilled
1950,1038,1086,1,62.0,62.0,rejected_substitution
1951,1039,1015,2,115.0,230.0,fulfilled
1952,1040,1085,1,200.0,200.0,fulfilled
1953,1040,1019,1,224.0,224.0,fulfilled
1954,1041,1069,1,313.0,313.0,fulfilled
1955,1042,1141,1,664.0,664.0,fulfilled
1956,1043,1132,1,296.0,296.0,fulfilled
1957,1044,1071,1,423.0,423.0,fulfilled
1958,1045,1091,1,311.0,311.0,fulfilled
1959,1045,1118,2,93.0,186.0,fulfilled
1960,1046,1089,1,154.0,154.0,fulfilled
1961,1046,1141,1,664.0,664.0,fulfilled
1962,1046,1072,1,76.0,76.0,substituted
1963,1047,1084,1,45.0,45.0,fulfilled
1964,1047,1144,3,438.0,1314.0,fulfilled
1965,1048,1066,3,203.0,609.0,fulfilled
1966,1048,1110,1,577.0,577.0,fulfilled
1967,1048,1099,3,338.0,1014.0,fulfilled
1968,1049,1007,1,108.0,108.0,fulfilled
1969,1050,1050,2,125.0,250.0,fulfilled
1970,1050,1094,3,308.0,924.0,fulfilled
1971,1051,1070,1,303.0,303.0,fulfilled
1972,1052,1131,1,143.0,143.0,fulfilled
1973,1052,1140,1,240.0,240.0,fulfilled
1974,1052,1038,1,50.0,50.0,fulfilled
1975,1053,1132,1,296.0,296.0,fulfilled
1976,1054,1053,1,37.0,37.0,fulfilled
1977,1054,1114,1,156.0,156.0,fulfilled
1978,1055,1005,1,155.0,155.0,fulfilled
1979,1055,1018,1,177.0,177.0,fulfilled
1980,1056,1052,3,30.0,90.0,fulfilled
1981,1057,1024,1,236.0,236.0,fulfilled
1982,1057,1042,1,235.0,235.0,fulfilled
1983,1057,1132,1,296.0,296.0,fulfilled
1984,1057,1128,2,207.0,414.0,fulfilled
1985,1058,1007,2,108.0,216.0,fulfilled
1986,1059,1071,3,423.0,1269.0,fulfilled
1987,1059,1116,1,486.0,486.0,fulfilled
1988,1059,1082,3,130.0,390.0,fulfilled
1989,1059,1013,1,97.0,97.0,fulfilled
1990,1060,1098,1,599.0,599.0,fulfilled
1991,1060,1031,1,159.0,159.0,fulfilled
1992,1061,1070,1,303.0,303.0,fulfilled
1993,1062,1070,1,303.0,303.0,fulfilled
1994,1062,1112,1,610.0,610.0,fulfilled
1995,1062,1141,2,664.0,1328.0,fulfilled
1996,1063,1096,1,251.0,251.0,fulfilled
1997,1063,1083,1,265.0,265.0,fulfilled
1998,1063,1024,3,236.0,708.0,substituted
1999,1063,1025,1,175.0,175.0,fulfilled
2000,1064,1141,2,664.0,1328.0,fulfilled
2001,1064,1092,1,327.0,327.0,fulfilled
2002,1065,1023,1,87.0,87.0,fulfilled
2003,1065,1131,1,143.0,143.0,fulfilled
2004,1066,1142,2,147.0,294.0,substituted
2005,1066,1079,2,90.0,180.0,fulfilled
2006,1067,1015,1,115.0,115.0,fulfilled
2007,1068,1080,1,187.0,187.0,fulfilled
