event_id,session_id,stage,product_id,event_time
17618,3390,checkout_start,,2025-02-12 11:52:00
17619,3391,session_start,,2025-06-15 23:15:00
17620,3391,product_view,1061,2025-06-15 23:16:00
17621,3391,product_view,1066,2025-06-15 23:17:00
17622,3391,product_view,1130,2025-06-15 23:18:00
17623,3391,product_view,1071,2025-06-15 23:19:00
17624,3392,session_start,,2025-03-23 20:53:00
17625,3392,product_view,1007,2025-03-23 20:54:00
17626,3392,product_view,1070,2025-03-23 20:55:00
17627,3392,add_to_cart,1007,2025-03-23 20:56:00
17628,3392,checkout_start,,2025-03-23 20:57:00
17629,3392,order_placed,,2025-03-23 20:58:00
17630,3393,session_start,,2025-03-16 20:24:00
17631,3394,session_start,,2025-05-15 09:09:00
17632,3395,session_start,,2025-02-09 14:34:00
17633,3395,product_view,1044,2025-02-09 14:35:00
17634,3395,product_view,1050,2025-02-09 14:36:00
17635,3395,product_view,1128,2025-02-09 14:37:00
17636,3395,product_view,1094,2025-02-09 14:38:00
17637,3395,product_view,1067,2025-02-09 14:39:00
17638,3395,add_to_cart,1050,2025-02-09 14:40:00
17639,3395,add_to_cart,1094,2025-02-09 14:41:00
17640,3395,checkout_start,,2025-02-09 14:42:00
17641,3395,order_placed,,2025-02-09 14:43:00
17642,3396,session_start,,2025-03-17 21:15:00
17643,3396,product_view,1010,2025-03-17 21:16:00
17644,3397,session_start,,2025-06-04 22:36:00
17645,3398,session_start,,2025-05-05 21:33:00
17646,3399,session_start,,2025-02-12 15:48:00
17647,3399,product_view,1070,2025-02-12 15:49:00
17648,3399,product_view,1025,2025-02-12 15:50:00
17649,3399,add_to_cart,1070,2025-02-12 15:51:00
17650,3399,checkout_start,,2025-02-12 15:52:00
17651,3399,order_placed,,2025-02-12 15:53:00
17652,3400,session_start,,2025-01-05 12:39:00
17653,3401,session_start,,2025-01-03 12:48:00
17654,3401,product_view,1132,2025-01-03 12:49:00
17655,3401,product_view,1075,2025-01-03 12:50:00
17656,3401,add_to_cart,1075,2025-01-03 12:51:00
17657,3401,checkout_start,,2025-01-03 12:52:00
17658,3402,session_start,,2025-03-11 23:57:00
17659,3402,product_view,1027,2025-03-11 23:58:00
17660,3402,product_view,1047,2025-03-11 23:59:00
17661,3402,product_view,1027,2025-03-12 00:00:00
17662,3402,product_view,1121,2025-03-12 00:01:00
17663,3402,product_view,1013,2025-03-12 00:02:00
17664,3402,product_view,1011,2025-03-12 00:03:00
17665,3402,add_to_cart,1047,2025-03-12 00:04:00
17666,3402,add_to_cart,1027,2025-03-12 00:05:00
17667,3402,checkout_start,,2025-03-12 00:06:00
17668,3403,session_start,,2025-06-19 23:25:00
17669,3403,product_view,1132,2025-06-19 23:26:00
17670,3403,product_view,1015,2025-06-19 23:27:00
17671,3403,product_view,1131,2025-06-19 23:28:00
17672,3403,product_view,1140,2025-06-19 23:29:00
17673,3403,product_view,1038,2025-06-19 23:30:00
17674,3403,add_to_cart,1131,2025-06-19 23:31:00
17675,3403,add_to_cart,1140,2025-06-19 23:32:00
17676,3403,add_to_cart,1038,2025-06-19 23:33:00
17677,3403,checkout_start,,2025-06-19 23:34:00
17678,3403,order_placed,,2025-06-19 23:35:00
17679,3404,session_start,,2025-01-17 09:34:00
17680,3404,product_view,1132,2025-01-17 09:35:00
17681,3404,add_to_cart,1132,2025-01-17 09:36:00
17682,3404,checkout_start,,2025-01-17 09:37:00
17683,3404,order_placed,,2025-01-17 09:38:00
17684,3405,session_start,,2025-05-15 21:08:00
17685,3405,product_view,1131,2025-05-15 21:09:00
17686,3405,product_view,1070,2025-05-15 21:10:00
17687,3405,product_view,1143,2025-05-15 21:11:00
17688,3406,session_start,,2025-04-06 11:07:00
17689,3406,product_view,1061,2025-04-06 11:08:00
17690,3406,product_view,1056,2025-04-06 11:09:00
17691,3407,session_start,,2025-06-29 14:14:00
17692,3407,product_view,1086,2025-06-29 14:15:00
17693,3407,product_view,1120,2025-06-29 14:16:00
17694,3407,product_view,1005,2025-06-29 14:17:00
17695,3407,product_view,1128,2025-06-29 14:18:00
17696,3407,product_view,1142,2025-06-29 14:19:00
17697,3407,product_view,1023,2025-06-29 14:20:00
17698,3408,session_start,,2025-06-29 15:25:00
17699,3409,session_start,,2025-01-16 18:50:00
17700,3409,product_view,1037,2025-01-16 18:51:00
17701,3409,product_view,1053,2025-01-16 18:52:00
17702,3409,product_view,1114,2025-01-16 18:53:00
17703,3409,add_to_cart,1053,2025-01-16 18:54:00
17704,3409,add_to_cart,1114,2025-01-16 18:55:00
17705,3409,checkout_start,,2025-01-16 18:56:00
17706,3409,order_placed,,2025-01-16 18:57:00
17707,3410,session_start,,2025-06-02 06:58:00
17708,3411,session_start,,2025-01-04 06:02:00
17709,3411,product_view,1111,2025-01-04 06:03:00
17710,3411,product_view,1005,2025-01-04 06:04:00
17711,3411,product_view,1107,2025-01-04 06:05:00
17712,3411,product_view,1018,2025-01-04 06:06:00
17713,3411,product_view,1031,2025-01-04 06:07:00
17714,3411,product_view,1006,2025-01-04 06:08:00
17715,3411,add_to_cart,1005,2025-01-04 06:09:00
17716,3411,add_to_cart,1018,2025-01-04 06:10:00
17717,3411,checkout_start,,2025-01-04 06:11:00
17718,3411,order_placed,,2025-01-04 06:12:00
17719,3412,session_start,,2025-06-16 15:55:00
17720,3412,product_view,1098,2025-06-16 15:56:00
17721,3412,product_view,1110,2025-06-16 15:57:00
17722,3412,product_view,1140,2025-06-16 15:58:00
17723,3412,product_view,1140,2025-06-16 15:59:00
17724,3412,product_view,1061,2025-06-16 16:00:00
17725,3412,product_view,1128,2025-06-16 16:01:00
17726,3412,add_to_cart,1140,2025-06-16 16:02:00
17727,3412,add_to_cart,1061,2025-06-16 16:03:00
17728,3413,session_start,,2025-03-21 06:26:00
17729,3414,session_start,,2025-05-28 14:08:00
17730,3415,session_start,,2025-06-05 23:55:00
17731,3415,product_view,1071,2025-06-05 23:56:00
17732,3415,product_view,1055,2025-06-05 23:57:00
17733,3415,product_view,1143,2025-06-05 23:58:00
17734,3415,product_view,1040,2025-06-05 23:59:00
17735,3416,session_start,,2025-05-07 06:38:00
17736,3416,product_view,1052,2025-05-07 06:39:00
17737,3416,product_view,1131,2025-05-07 06:40:00
17738,3416,product_view,1141,2025-05-07 06:41:00
17739,3416,product_view,1128,2025-05-07 06:42:00
17740,3416,product_view,1019,2025-05-07 06:43:00
17741,3416,add_to_cart,1052,2025-05-07 06:44:00
17742,3416,checkout_start,,2025-05-07 06:45:00
17743,3416,order_placed,,2025-05-07 06:46:00
17744,3417,session_start,,2025-04-18 10:51:00
17745,3418,session_start,,2025-05-05 11:51:00
17746,3418,product_view,1024,2025-05-05 11:52:00
17747,3418,product_view,1042,2025-05-05 11:53:00
17748,3418,product_view,1132,2025-05-05 11:54:00
17749,3418,product_view,1128,2025-05-05 11:55:00
17750,3418,product_view,1010,2025-05-05 11:56:00
17751,3418,add_to_cart,1024,2025-05-05 11:57:00
17752,3418,add_to_cart,1042,2025-05-05 11:58:00
17753,3418,add_to_cart,1132,2025-05-05 11:59:00
17754,3418,add_to_cart,1128,2025-05-05 12:00:00
17755,3418,checkout_start,,2025-05-05 12:01:00
17756,3418,order_placed,,2025-05-05 12:02:00
17757,3419,session_start,,2025-03-10 07:39:00
17758,3420,session_start,,2025-04-17 23:51:00
17759,3420,product_view,1091,2025-04-17 23:52:00
17760,3421,session_start,,2025-01-26 23:18:00
17761,3422,session_start,,2025-03-11 19:22:00
17762,3422,product_view,1007,2025-03-11 19:23:00
17763,3422,product_view,1087,2025-03-11 19:24:00
17764,3422,product_view,1024,2025-03-11 19:25:00
17765,3422,product_view,1046,2025-03-11 19:26:00
17766,3422,product_view,1019,2025-03-11 19:27:00
17767,3422,add_to_cart,1007,2025-03-11 19:28:00
17768,3422,checkout_start,,2025-03-11 19:29:00
17769,3422,order_placed,,2025-03-11 19:30:00
17770,3423,session_start,,2025-06-05 21:10:00
17771,3423,product_view,1003,2025-06-05 21:11:00
17772,3423,product_view,1110,2025-06-05 21:12:00
17773,3423,product_view,1036,2025-06-05 21:13:00
17774,3423,add_to_cart,1003,2025-06-05 21:14:00
17775,3423,checkout_start,,2025-06-05 21:15:00
17776,3424,session_start,,2025-02-17 21:10:00
17777,3424,product_view,1025,2025-02-17 21:11:00
17778,3424,product_view,1034,2025-02-17 21:12:00
17779,3424,product_view,1046,2025-02-17 21:13:00
17780,3424,add_to_cart,1034,2025-02-17 21:14:00
17781,3425,session_start,,2025-04-20 21:28:00
17782,3425,product_view,1071,2025-04-20 21:29:00
17783,3425,product_view,1116,2025-04-20 21:30:00
17784,3425,product_view,1082,2025-04-20 21:31:00
17785,3425,product_view,1013,2025-04-20 21:32:00
17786,3425,product_view,1056,2025-04-20 21:33:00
17787,3425,add_to_cart,1071,2025-04-20 21:34:00
17788,3425,add_to_cart,1116,2025-04-20 21:35:00
17789,3425,add_to_cart,1082,2025-04-20 21:36:00
17790,3425,add_to_cart,1013,2025-04-20 21:37:00
17791,3425,checkout_start,,2025-04-20 21:38:00
17792,3425,order_placed,,2025-04-20 21:39:00
17793,3426,session_start,,2025-02-25 18:04:00
17794,3426,product_view,1059,2025-02-25 18:05:00
17795,3426,product_view,1091,2025-02-25 18:06:00
17796,3426,product_view,1015,2025-02-25 18:07:00
17797,3426,product_view,1106,2025-02-25 18:08:00
17798,3426,product_view,1096,2025-02-25 18:09:00
17799,3426,product_view,1123,2025-02-25 18:10:00
17800,3426,add_to_cart,1015,2025-02-25 18:11:00
17801,3426,checkout_start,,2025-02-25 18:12:00
17802,3427,session_start,,2025-05-18 13:53:00
17803,3427,product_view,1015,2025-05-18 13:54:00
17804,3427,product_view,1143,2025-05-18 13:55:00
17805,3427,product_view,1073,2025-05-18 13:56:00
17806,3427,product_view,1005,2025-05-18 13:57:00
17807,3427,add_to_cart,1143,2025-05-18 13:58:00
17808,3428,session_start,,2025-06-09 13:59:00
17809,3428,product_view,1080,2025-06-09 14:00:00
17810,3428,add_to_cart,1080,2025-06-09 14:01:00
17811,3429,session_start,,2025-03-09 13:21:00
17812,3429,product_view,1061,2025-03-09 13:22:00
17813,3430,session_start,,2025-01-17 07:34:00
17814,3431,session_start,,2025-06-15 08:48:00
17815,3432,session_start,,2025-01-27 11:26:00
17816,3432,product_view,1053,2025-01-27 11:27:00
17817,3432,product_view,1144,2025-01-27 11:28:00
17818,3432,product_view,1061,2025-01-27 11:29:00
17819,3432,product_view,1058,2025-01-27 11:30:00
17820,3432,product_view,1093,2025-01-27 11:31:00
17821,3433,session_start,,2025-04-18 22:40:00
17822,3433,product_view,1007,2025-04-18 22:41:00
17823,3433,product_view,1132,2025-04-18 22:42:00
17824,3433,product_view,1103,2025-04-18 22:43:00
17825,3433,product_view,1035,2025-04-18 22:44:00
17826,3434,session_start,,2025-06-13 20:32:00
17827,3434,product_view,1072,2025-06-13 20:33:00
17828,3434,product_view,1117,2025-06-13 20:34:00
17829,3434,product_view,1003,2025-06-13 20:35:00
17830,3434,add_to_cart,1117,2025-06-13 20:36:00
17831,3434,add_to_cart,1003,2025-06-13 20:37:00
17832,3435,session_start,,2025-05-10 12:19:00
17833,3436,session_start,,2025-03-01 11:54:00
17834,3436,product_view,1091,2025-03-01 11:55:00
17835,3436,product_view,1062,2025-03-01 11:56:00
17836,3436,product_view,1141,2025-03-01 11:57:00
17837,3436,add_to_cart,1062,2025-03-01 11:58:00
17838,3436,add_to_cart,1141,2025-03-01 11:59:00
17839,3436,checkout_start,,2025-03-01 12:00:00
17840,3437,session_start,,2025-02-11 18:25:00
17841,3438,session_start,,2025-04-05 10:28:00
17842,3439,session_start,,2025-03-07 18:15:00
17843,3440,session_start,,2025-04-15 07:25:00
17844,3441,session_start,,2025-02-21 11:15:00
17845,3441,product_view,1098,2025-02-21 11:16:00
17846,3441,product_view,1053,2025-02-21 11:17:00
17847,3441,product_view,1031,2025-02-21 11:18:00
17848,3441,add_to_cart,1098,2025-02-21 11:19:00
17849,3441,add_to_cart,1031,2025-02-21 11:20:00
17850,3441,checkout_start,,2025-02-21 11:21:00
17851,3441,order_placed,,2025-02-21 11:22:00
17852,3442,session_start,,2025-02-14 06:59:00
17853,3443,session_start,,2025-05-08 20:58:00
17854,3444,session_start,,2025-02-08 23:59:00
17855,3444,product_view,1015,2025-02-09 00:00:00
17856,3445,session_start,,2025-04-30 23:00:00
17857,3445,product_view,1055,2025-04-30 23:01:00
17858,3445,product_view,1002,2025-04-30 23:02:00
17859,3445,product_view,1091,2025-04-30 23:03:00
17860,3445,product_view,1017,2025-04-30 23:04:00
17861,3445,product_view,1145,2025-04-30 23:05:00
17862,3446,session_start,,2025-06-05 15:59:00
17863,3447,session_start,,2025-02-04 09:23:00
17864,3448,session_start,,2025-05-30 11:30:00
17865,3448,product_view,1111,2025-05-30 11:31:00
17866,3448,product_view,1086,2025-05-30 11:32:00
17867,3448,product_view,1086,2025-05-30 11:33:00
17868,3448,product_view,1143,2025-05-30 11:34:00
17869,3448,product_view,1128,2025-05-30 11:35:00
17870,3448,add_to_cart,1111,2025-05-30 11:36:00
17871,3448,add_to_cart,1086,2025-05-30 11:37:00
17872,3448,add_to_cart,1128,2025-05-30 11:38:00
17873,3449,session_start,,2025-04-23 20:48:00
17874,3449,product_view,1091,2025-04-23 20:49:00
17875,3449,product_view,1015,2025-04-23 20:50:00
17876,3449,product_view,1070,2025-04-23 20:51:00
17877,3449,add_to_cart,1070,2025-04-23 20:52:00
17878,3449,checkout_start,,2025-04-23 20:53:00
17879,3449,order_placed,,2025-04-23 20:54:00
17880,3450,session_start,,2025-02-26 09:54:00
17881,3450,product_view,1070,2025-02-26 09:55:00
17882,3450,product_view,1096,2025-02-26 09:56:00
17883,3450,product_view,1071,2025-02-26 09:57:00
17884,3450,product_view,1132,2025-02-26 09:58:00
17885,3450,product_view,1112,2025-02-26 09:59:00
17886,3450,product_view,1141,2025-02-26 10:00:00
17887,3450,add_to_cart,1070,2025-02-26 10:01:00
17888,3450,add_to_cart,1112,2025-02-26 10:02:00
17889,3450,add_to_cart,1141,2025-02-26 10:03:00
17890,3450,checkout_start,,2025-02-26 10:04:00
17891,3450,order_placed,,2025-02-26 10:05:00
17892,3451,session_start,,2025-02-10 22:18:00
17893,3452,session_start,,2025-04-02 06:04:00
17894,3452,product_view,1096,2025-04-02 06:05:00
17895,3452,product_view,1083,2025-04-02 06:06:00
17896,3452,product_view,1009,2025-04-02 06:07:00
17897,3452,product_view,1024,2025-04-02 06:08:00
17898,3452,product_view,1025,2025-04-02 06:09:00
17899,3452,product_view,1012,2025-04-02 06:10:00
17900,3452,add_to_cart,1096,2025-04-02 06:11:00
17901,3452,add_to_cart,1083,2025-04-02 06:12:00
17902,3452,add_to_cart,1024,2025-04-02 06:13:00
17903,3452,add_to_cart,1025,2025-04-02 06:14:00
17904,3452,checkout_start,,2025-04-02 06:15:00
17905,3452,order_placed,,2025-04-02 06:16:00
17906,3453,session_start,,2025-02-22 22:34:00
17907,3453,product_view,1084,2025-02-22 22:35:00
17908,3453,add_to_cart,1084,2025-02-22 22:36:00
17909,3454,session_start,,2025-02-03 08:09:00
17910,3455,session_start,,2025-03-15 19:34:00
17911,3455,product_view,1050,2025-03-15 19:35:00
17912,3455,product_view,1141,2025-03-15 19:36:00
17913,3455,product_view,1092,2025-03-15 19:37:00
17914,3455,product_view,1082,2025-03-15 19:38:00
17915,3455,add_to_cart,1141,2025-03-15 19:39:00
17916,3455,add_to_cart,1092,2025-03-15 19:40:00
17917,3455,checkout_start,,2025-03-15 19:41:00
17918,3455,order_placed,,2025-03-15 19:42:00
17919,3456,session_start,,2025-01-25 20:05:00
17920,3456,product_view,1029,2025-01-25 20:06:00
17921,3456,product_view,1096,2025-01-25 20:07:00
17922,3456,product_view,1128,2025-01-25 20:08:00
17923,3456,product_view,1070,2025-01-25 20:09:00
17924,3457,session_start,,2025-03-06 22:41:00
17925,3457,product_view,1005,2025-03-06 22:42:00
17926,3457,product_view,1023,2025-03-06 22:43:00
17927,3457,product_view,1030,2025-03-06 22:44:00
17928,3457,product_view,1018,2025-03-06 22:45:00
17929,3457,product_view,1023,2025-03-06 22:46:00
17930,3457,product_view,1131,2025-03-06 22:47:00
17931,3457,add_to_cart,1023,2025-03-06 22:48:00
17932,3457,add_to_cart,1131,2025-03-06 22:49:00
17933,3457,checkout_start,,2025-03-06 22:50:00
17934,3457,order_placed,,2025-03-06 22:51:00
17935,3458,session_start,,2025-02-13 17:21:00
17936,3458,product_view,1142,2025-02-13 17:22:00
17937,3458,product_view,1079,2025-02-13 17:23:00
17938,3458,add_to_cart,1142,2025-02-13 17:24:00
17939,3458,add_to_cart,1079,2025-02-13 17:25:00
17940,3458,checkout_start,,2025-02-13 17:26:00
17941,3458,order_placed,,2025-02-13 17:27:00
17942,3459,session_start,,2025-02-05 13:54:00
17943,3459,product_view,1092,2025-02-05 13:55:00
17944,3459,product_view,1115,2025-02-05 13:56:00
17945,3459,product_view,1028,2025-02-05 13:57:00
17946,3459,add_to_cart,1028,2025-02-05 13:58:00
17947,3459,checkout_start,,2025-02-05 13:59:00
17948,3460,session_start,,2025-01-22 23:20:00
17949,3461,session_start,,2025-01-12 09:44:00
17950,3461,product_view,1023,2025-01-12 09:45:00
17951,3461,product_view,1070,2025-01-12 09:46:00
17952,3461,product_view,1015,2025-01-12 09:47:00
17953,3461,add_to_cart,1015,2025-01-12 09:48:00
17954,3461,checkout_start,,2025-01-12 09:49:00
17955,3461,order_placed,,2025-01-12 09:50:00
17956,3462,session_start,,2025-05-04 18:32:00
17957,3462,product_view,1086,2025-05-04 18:33:00
17958,3462,product_view,1007,2025-05-04 18:34:00
17959,3462,product_view,1022,2025-05-04 18:35:00
17960,3462,product_view,1128,2025-05-04 18:36:00
17961,3462,product_view,1080,2025-05-04 18:37:00
17962,3462,add_to_cart,1080,2025-05-04 18:38:00
17963,3462,checkout_start,,2025-05-04 18:39:00
17964,3462,order_placed,,2025-05-04 18:40:00
17965,3463,session_start,,2025-02-23 10:51:00
17966,3463,product_view,1115,2025-02-23 10:52:00
17967,3463,product_view,1114,2025-02-23 10:53:00
17968,3463,product_view,1144,2025-02-23 10:54:00
17969,3463,product_view,1143,2025-02-23 10:55:00
17970,3463,product_view,1131,2025-02-23 10:56:00
17971,3463,product_view,1077,2025-02-23 10:57:00
17972,3463,add_to_cart,1115,2025-02-23 10:58:00
17973,3463,add_to_cart,1131,2025-02-23 10:59:00
17974,3463,checkout_start,,2025-02-23 11:00:00
17975,3463,order_placed,,2025-02-23 11:01:00
17976,3464,session_start,,2025-06-09 13:07:00
17977,3464,product_view,1117,2025-06-09 13:08:00
17978,3464,add_to_cart,1117,2025-06-09 13:09:00
17979,3464,checkout_start,,2025-06-09 13:10:00
17980,3465,session_start,,2025-01-18 21:21:00
17981,3465,product_view,1070,2025-01-18 21:22:00
17982,3465,product_view,1111,2025-01-18 21:23:00
17983,3466,session_start,,2025-04-22 16:34:00
17984,3466,product_view,1142,2025-04-22 16:35:00
17985,3466,product_view,1083,2025-04-22 16:36:00
17986,3466,add_to_cart,1083,2025-04-22 16:37:00
17987,3466,checkout_start,,2025-04-22 16:38:00
17988,3466,order_placed,,2025-04-22 16:39:00
17989,3467,session_start,,2025-05-06 22:59:00
17990,3467,product_view,1138,2025-05-06 23:00:00
17991,3467,product_view,1004,2025-05-06 23:01:00
17992,3467,product_view,1022,2025-05-06 23:02:00
17993,3467,product_view,1025,2025-05-06 23:03:00
17994,3467,product_view,1107,2025-05-06 23:04:00
17995,3468,session_start,,2025-06-09 06:29:00
17996,3468,product_view,1086,2025-06-09 06:30:00
17997,3468,product_view,1132,2025-06-09 06:31:00
17998,3468,product_view,1106,2025-06-09 06:32:00
17999,3468,add_to_cart,1132,2025-06-09 06:33:00
18000,3468,checkout_start,,2025-06-09 06:34:00
18001,3469,session_start,,2025-06-05 18:56:00
18002,3469,product_view,1103,2025-06-05 18:57:00
18003,3469,product_view,1144,2025-06-05 18:58:00
18004,3469,product_view,1141,2025-06-05 18:59:00
18005,3469,add_to_cart,1103,2025-06-05 19:00:00
18006,3469,checkout_start,,2025-06-05 19:01:00
18007,3469,order_placed,,2025-06-05 19:02:00
18008,3470,session_start,,2025-04-14 11:41:00
18009,3470,product_view,1141,2025-04-14 11:42:00
18010,3470,product_view,1141,2025-04-14 11:43:00
18011,3471,session_start,,2025-05-04 19:39:00
18012,3471,product_view,1005,2025-05-04 19:40:00
18013,3471,product_view,1020,2025-05-04 19:41:00
18014,3471,product_view,1039,2025-05-04 19:42:00
18015,3472,session_start,,2025-04-25 08:37:00
18016,3472,product_view,1143,2025-04-25 08:38:00
18017,3472,product_view,1005,2025-04-25 08:39:00
18018,3472,product_view,1029,2025-04-25 08:40:00
18019,3472,product_view,1132,2025-04-25 08:41:00
18020,3472,product_view,1100,2025-04-25 08:42:00
18021,3472,product_view,1098,2025-04-25 08:43:00
18022,3472,add_to_cart,1005,2025-04-25 08:44:00
18023,3472,add_to_cart,1132,2025-04-25 08:45:00
18024,3472,add_to_cart,1098,2025-04-25 08:46:00
18025,3472,checkout_start,,2025-04-25 08:47:00
18026,3472,order_placed,,2025-04-25 08:48:00
18027,3473,session_start,,2025-04-24 10:49:00
18028,3473,product_view,1141,2025-04-24 10:50:00
18029,3473,product_view,1094,2025-04-24 10:51:00
18030,3473,product_view,1016,2025-04-24 10:52:00
18031,3473,product_view,1086,2025-04-24 10:53:00
18032,3473,product_view,1047,2025-04-24 10:54:00
18033,3473,product_view,1141,2025-04-24 10:55:00
18034,3473,add_to_cart,1141,2025-04-24 10:56:00
18035,3473,checkout_start,,2025-04-24 10:57:00
18036,3473,order_placed,,2025-04-24 10:58:00
18037,3474,session_start,,2025-05-21 09:14:00
18038,3475,session_start,,2025-01-01 21:12:00
18039,3475,product_view,1005,2025-01-01 21:13:00
18040,3476,session_start,,2025-01-02 20:57:00
18041,3476,product_view,1035,2025-01-02 20:58:00
18042,3476,product_view,1061,2025-01-02 20:59:00
18043,3476,product_view,1125,2025-01-02 21:00:00
18044,3476,add_to_cart,1061,2025-01-02 21:01:00
18045,3476,add_to_cart,1125,2025-01-02 21:02:00
18046,3476,checkout_start,,2025-01-02 21:03:00
18047,3476,order_placed,,2025-01-02 21:04:00
18048,3477,session_start,,2025-04-30 10:49:00
18049,3477,product_view,1020,2025-04-30 10:50:00
18050,3477,product_view,1088,2025-04-30 10:51:00
18051,3477,product_view,1079,2025-04-30 10:52:00
18052,3477,product_view,1080,2025-04-30 10:53:00
18053,3477,add_to_cart,1088,2025-04-30 10:54:00
18054,3477,add_to_cart,1080,2025-04-30 10:55:00
18055,3477,checkout_start,,2025-04-30 10:56:00
18056,3477,order_placed,,2025-04-30 10:57:00
18057,3478,session_start,,2025-02-15 20:37:00
18058,3478,product_view,1079,2025-02-15 20:38:00
18059,3478,product_view,1140,2025-02-15 20:39:00
18060,3478,product_view,1051,2025-02-15 20:40:00
18061,3478,product_view,1080,2025-02-15 20:41:00
18062,3478,product_view,1105,2025-02-15 20:42:00
18063,3478,product_view,1012,2025-02-15 20:43:00
18064,3478,add_to_cart,1079,2025-02-15 20:44:00
18065,3478,add_to_cart,1140,2025-02-15 20:45:00
18066,3478,add_to_cart,1051,2025-02-15 20:46:00
18067,3478,add_to_cart,1105,2025-02-15 20:47:00
18068,3478,checkout_start,,2025-02-15 20:48:00
18069,3479,session_start,,2025-03-12 15:12:00
18070,3480,session_start,,2025-05-13 14:10:00
18071,3480,product_view,1058,2025-05-13 14:11:00
18072,3480,product_view,1058,2025-05-13 14:12:00
18073,3480,product_view,1131,2025-05-13 14:13:00
18074,3480,product_view,1070,2025-05-13 14:14:00
18075,3480,product_view,1064,2025-05-13 14:15:00
18076,3480,product_view,1007,2025-05-13 14:16:00
18077,3481,session_start,,2025-02-19 11:10:00
18078,3482,session_start,,2025-02-16 20:59:00
18079,3482,product_view,1086,2025-02-16 21:00:00
18080,3482,product_view,1001,2025-02-16 21:01:00
18081,3482,product_view,1136,2025-02-16 21:02:00
18082,3482,product_view,1031,2025-02-16 21:03:00
18083,3482,product_view,1112,2025-02-16 21:04:00
18084,3482,product_view,1132,2025-02-16 21:05:00
18085,3483,session_start,,2025-01-22 11:46:00
18086,3484,session_start,,2025-02-08 12:42:00
18087,3485,session_start,,2025-02-18 13:43:00
18088,3485,product_view,1057,2025-02-18 13:44:00
18089,3485,product_view,1103,2025-02-18 13:45:00
18090,3485,product_view,1046,2025-02-18 13:46:00
18091,3485,product_view,1059,2025-02-18 13:47:00
18092,3485,add_to_cart,1057,2025-02-18 13:48:00
18093,3485,add_to_cart,1059,2025-02-18 13:49:00
18094,3485,checkout_start,,2025-02-18 13:50:00
18095,3485,order_placed,,2025-02-18 13:51:00
18096,3486,session_start,,2025-06-09 15:39:00
18097,3486,product_view,1003,2025-06-09 15:40:00
18098,3486,product_view,1098,2025-06-09 15:41:00
18099,3486,product_view,1072,2025-06-09 15:42:00
18100,3486,product_view,1098,2025-06-09 15:43:00
18101,3486,product_view,1073,2025-06-09 15:44:00
18102,3486,add_to_cart,1072,2025-06-09 15:45:00
18103,3486,add_to_cart,1098,2025-06-09 15:46:00
18104,3486,add_to_cart,1073,2025-06-09 15:47:00
18105,3486,checkout_start,,2025-06-09 15:48:00
18106,3486,order_placed,,2025-06-09 15:49:00
18107,3487,session_start,,2025-04-12 19:25:00
18108,3487,product_view,1131,2025-04-12 19:26:00
18109,3487,product_view,1031,2025-04-12 19:27:00
18110,3487,product_view,1015,2025-04-12 19:28:00
18111,3487,add_to_cart,1131,2025-04-12 19:29:00
18112,3487,checkout_start,,2025-04-12 19:30:00
18113,3487,order_placed,,2025-04-12 19:31:00
18114,3488,session_start,,2025-06-22 14:56:00
18115,3488,product_view,1046,2025-06-22 14:57:00
18116,3488,product_view,1140,2025-06-22 14:58:00
18117,3488,product_view,1112,2025-06-22 14:59:00
18118,3488,product_view,1050,2025-06-22 15:00:00
18119,3489,session_start,,2025-04-28 17:51:00
18120,3489,product_view,1136,2025-04-28 17:52:00
18121,3489,add_to_cart,1136,2025-04-28 17:53:00
18122,3490,session_start,,2025-02-26 15:42:00
18123,3490,product_view,1077,2025-02-26 15:43:00
18124,3490,product_view,1132,2025-02-26 15:44:00
18125,3490,product_view,1037,2025-02-26 15:45:00
18126,3490,product_view,1128,2025-02-26 15:46:00
18127,3491,session_start,,2025-05-26 19:28:00
18128,3491,product_view,1085,2025-05-26 19:29:00
18129,3491,product_view,1022,2025-05-26 19:30:00
18130,3491,product_view,1038,2025-05-26 19:31:00
18131,3491,product_view,1128,2025-05-26 19:32:00
18132,3491,product_view,1013,2025-05-26 19:33:00
18133,3491,product_view,1027,2025-05-26 19:34:00
18134,3491,add_to_cart,1085,2025-05-26 19:35:00
18135,3491,add_to_cart,1038,2025-05-26 19:36:00
18136,3491,add_to_cart,1128,2025-05-26 19:37:00
18137,3492,session_start,,2025-05-11 10:23:00
18138,3493,session_start,,2025-02-27 21:13:00
18139,3494,session_start,,2025-02-27 08:48:00
18140,3494,product_view,1086,2025-02-27 08:49:00
18141,3494,product_view,1104,2025-02-27 08:50:00
18142,3494,product_view,1028,2025-02-27 08:51:00
18143,3494,product_view,1037,2025-02-27 08:52:00
18144,3494,product_view,1010,2025-02-27 08:53:00
18145,3494,product_view,1024,2025-02-27 08:54:00
18146,3494,add_to_cart,1024,2025-02-27 08:55:00
18147,3494,checkout_start,,2025-02-27 08:56:00
18148,3494,order_placed,,2025-02-27 08:57:00
18149,3495,session_start,,2025-06-04 21:42:00
18150,3495,product_view,1109,2025-06-04 21:43:00
18151,3495,product_view,1118,2025-06-04 21:44:00
18152,3495,product_view,1012,2025-06-04 21:45:00
18153,3495,product_view,1080,2025-06-04 21:46:00
