customer_id,city,signup_date,customer_segment
771,Delhi,2022-11-02,returning
772,Delhi,2023-06-22,new
773,Chennai,2024-12-26,new
774,Bengaluru,2023-06-27,loyal
775,Hyderabad,2022-07-18,returning
776,Mumbai,2022-11-16,loyal
777,Bengaluru,2022-12-19,new
778,Bengaluru,2024-05-03,loyal
779,Delhi,2024-08-09,new
780,Pune,2024-05-09,returning
781,Pune,2023-01-15,returning
782,Hyderabad,2022-11-28,new
783,Mumbai,2024-08-18,returning
784,Mumbai,2023-05-06,returning
785,Hyderabad,2024-08-21,new
786,Chennai,2024-02-14,returning
787,Delhi,2022-09-03,returning
788,Hyderabad,2024-03-29,loyal
789,Delhi,2024-08-15,returning
790,Hyderabad,2024-07-26,returning
791,Bengaluru,2024-02-15,returning
792,Hyderabad,2022-11-05,returning
793,Pune,2024-04-05,new
794,Delhi,2022-09-28,loyal
795,Mumbai,2023-01-19,new
796,Bengaluru,2022-08-08,new
797,Chennai,2024-04-22,returning
798,Delhi,2024-11-12,new
799,Hyderabad,2024-07-07,returning
800,Mumbai,2023-09-26,returning
801,Bengaluru,2024-09-27,loyal
802,Hyderabad,2024-08-11,new
803,Chennai,2022-10-25,new
804,Bengaluru,2022-09-11,returning
805,Hyderabad,2023-03-13,returning
806,Hyderabad,2022-09-22,loyal
807,Pune,2024-06-13,returning
808,Hyderabad,2024-08-23,loyal
809,Bengaluru,2022-09-26,new
810,Hyderabad,2023-09-17,loyal
811,Pune,2023-10-16,returning
812,Bengaluru,2024-12-02,returning
813,Hyderabad,2024-01-05,new
814,Bengaluru,2024-03-21,new
815,Mumbai,2023-04-14,new
816,Mumbai,2024-03-05,loyal
817,Hyderabad,2023-08-30,new
818,Bengaluru,2024-08-14,returning
819,Mumbai,2022-10-08,returning
820,Mumbai,2022-10-03,new
821,Delhi,2023-12-07,returning
822,Delhi,2023-06-24,returning
823,Mumbai,2023-06-02,returning
824,Hyderabad,2024-07-01,returning
825,Pune,2024-12-02,loyal
826,Delhi,2024-11-03,returning
827,Delhi,2024-01-01,loyal
828,Hyderabad,2024-07-22,returning
829,Mumbai,2024-04-04,loyal
830,Hyderabad,2022-12-09,loyal
831,Mumbai,2024-05-22,loyal
832,Bengaluru,2023-12-01,loyal
833,Hyderabad,2022-08-20,new
834,Delhi,2024-02-11,returning
835,Hyderabad,2023-05-07,returning
836,Mumbai,2023-05-31,returning
837,Pune,2024-06-23,loyal
838,Mumbai,2023-08-16,new
839,Hyderabad,2024-11-24,new
840,Hyderabad,2024-05-22,returning
841,Chennai,2024-01-28,new
842,Bengaluru,2024-08-21,new
843,Pune,2022-10-03,returning
844,Hyderabad,2024-12-10,returning
845,Delhi,2024-08-09,loyal
846,Bengaluru,2022-08-04,new
847,Chennai,2023-01-11,returning
848,Bengaluru,2024-09-20,returning
849,Delhi,2024-07-24,returning
850,Chennai,2023-03-19,returning
851,Delhi,2024-07-07,returning
852,Delhi,2023-04-14,new
853,Pune,2023-05-09,returning
854,Delhi,2022-12-12,new
855,Hyderabad,2022-12-17,returning
856,Bengaluru,2023-05-26,loyal
857,Hyderabad,2023-05-31,returning
858,Chennai,2022-09-26,new
859,Hyderabad,2023-06-02,returning
860,Delhi,2024-01-28,new
861,Hyderabad,2024-02-09,loyal
862,Pune,2024-10-03,returning
863,Pune,2022-12-17,returning
864,Hyderabad,2024-04-05,returning
865,Bengaluru,2024-01-09,new
866,Hyderabad,2024-12-31,returning
867,Chennai,2023-10-30,loyal
868,Pune,2023-08-16,returning
869,Hyderabad,2023-12-14,returning
870,Mumbai,2022-08-01,loyal
871,Hyderabad,2024-05-16,new
872,Hyderabad,2022-08-19,new
873,Chennai,2024-04-09,new
874,Pune,2024-07-11,new
875,Mumbai,2024-10-17,loyal
876,Bengaluru,2024-09-28,loyal
877,Delhi,2023-08-26,returning
878,Hyderabad,2023-03-04,loyal
879,Hyderabad,2024-07-25,returning
880,Bengaluru,2024-06-21,returning
881,Mumbai,2022-12-16,returning
882,Hyderabad,2024-03-03,new
883,Mumbai,2023-05-27,returning
884,Bengaluru,2024-11-07,returning
885,Pune,2024-03-06,returning
886,Hyderabad,2023-08-29,new
887,Mumbai,2024-07-11,loyal
888,Pune,2023-09-05,returning
889,Bengaluru,2023-11-21,loyal
890,Hyderabad,2024-04-05,returning
891,Bengaluru,2024-06-26,returning
892,Bengaluru,2024-06-24,new
893,Bengaluru,2023-09-13,loyal
894,Hyderabad,2023-06-04,loyal
895,Hyderabad,2023-02-18,returning
896,Mumbai,2022-09-27,loyal
897,Hyderabad,2023-05-09,new
898,Pune,2023-12-02,returning
899,Delhi,2023-07-03,loyal
900,Pune,2023-05-26,returning
901,Bengaluru,2024-10-13,loyal
902,Mumbai,2024-11-27,loyal
903,Mumbai,2022-10-05,loyal
904,Hyderabad,2024-08-04,loyal
905,Chennai,2024-07-08,new
906,Delhi,2024-05-30,new
907,Hyderabad,2023-10-26,returning
908,Chennai,2024-06-09,returning
909,Mumbai,2022-08-31,returning
910,Chennai,2022-12-19,new
911,Mumbai,2023-12-01,returning
912,Bengaluru,2022-08-08,returning
913,Hyderabad,2022-07-22,returning
914,Mumbai,2023-05-11,returning
915,Hyderabad,2023-11-04,returning
916,Delhi,2023-05-16,loyal
917,Mumbai,2024-09-15,new
918,Pune,2024-03-15,loyal
919,Bengaluru,2022-07-18,returning
920,Mumbai,2023-08-23,returning
921,Bengaluru,2024-07-09,new
922,Delhi,2023-04-19,returning
923,Pune,2023-11-23,returning
924,Hyderabad,2024-05-03,returning
925,Pune,2024-04-01,new
926,Delhi,2022-09-17,returning
927,Mumbai,2022-08-22,returning
928,Chennai,2024-09-23,new
929,Chennai,2024-02-29,returning
930,Bengaluru,2022-09-09,returning
931,Mumbai,2023-04-23,new
932,Chennai,2024-05-30,returning
933,Delhi,2023-08-24,loyal
934,Hyderabad,2022-09-14,loyal
935,Bengaluru,2024-10-26,returning
936,Delhi,2024-08-16,returning
937,Hyderabad,2023-05-30,new
938,Hyderabad,2022-09-02,new
939,Bengaluru,2024-11-29,loyal
940,Hyderabad,2023-01-11,returning
941,Mumbai,2023-09-14,returning
942,Delhi,2024-08-28,new
943,Mumbai,2023-08-20,new
944,Bengaluru,2022-07-25,returning
945,Hyderabad,2024-01-15,loyal
946,Pune,2022-11-27,new
947,Bengaluru,2024-12-04,new
948,Delhi,2023-05-27,new
949,Mumbai,2024-05-20,returning
950,Mumbai,2024-04-01,returning
951,Delhi,2022-07-31,loyal
952,Bengaluru,2024-12-23,new
953,Mumbai,2024-07-08,new
954,Mumbai,2024-04-18,loyal
955,Chennai,2023-01-03,returning
956,Pune,2023-10-26,loyal
957,Bengaluru,2023-09-19,returning
958,Mumbai,2023-02-08,returning
959,Hyderabad,2023-05-14,returning
960,Chennai,2023-02-23,loyal
961,Mumbai,2023-06-07,returning
962,Delhi,2024-03-02,returning
963,Chennai,2024-01-23,returning
964,Bengaluru,2022-08-03,returning
965,Bengaluru,2023-03-06,new
966,Hyderabad,2022-11-10,new
967,Delhi,2022-08-08,returning
968,Bengaluru,2023-02-25,new
969,Mumbai,2024-12-06,loyal
970,Pune,2024-04-11,returning
971,Hyderabad,2022-12-09,returning
972,Pune,2023-05-27,returning
973,Hyderabad,2023-01-02,returning
974,Bengaluru,2022-10-21,loyal
975,Mumbai,2023-12-31,loyal
976,Mumbai,2022-08-25,returning
977,Hyderabad,2024-03-07,new
978,Delhi,2024-04-12,returning
979,Chennai,2024-06-28,loyal
980,Hyderabad,2023-03-03,returning
981,Pune,2022-12-01,returning
982,Bengaluru,2024-01-28,returning
983,Pune,2023-09-15,returning
984,Mumbai,2022-07-29,returning
985,Hyderabad,2023-04-07,loyal
986,Hyderabad,2023-08-08,returning
987,Bengaluru,2023-07-09,new
988,Hyderabad,2022-08-11,loyal
989,Bengaluru,2024-01-17,returning
990,Hyderabad,2023-09-21,loyal
991,Delhi,2024-07-01,returning
992,Chennai,2023-03-27,returning
993,Hyderabad,2024-11-03,new
994,Delhi,2022-11-14,returning
995,Bengaluru,2024-07-23,loyal
996,Hyderabad,2024-10-03,returning
997,Bengaluru,2023-10-20,loyal
998,Hyderabad,2023-12-06,returning
999,Bengaluru,2022-12-15,new
1000,Delhi,2024-02-07,returning
1001,Delhi,2024-12-14,returning
1002,Hyderabad,2024-04-22,loyal
1003,Hyderabad,2024-02-17,returning
1004,Bengaluru,2023-05-10,new
1005,Bengaluru,2024-11-16,new
1006,Mumbai,2022-12-18,returning
1007,Pune,2023-10-15,loyal
1008,Chennai,2024-01-17,returning
1009,Hyderabad,2022-11-25,loyal
1010,Bengaluru,2022-09-23,new
1011,Chennai,2022-12-19,new
1012,Mumbai,2024-12-10,new
1013,Delhi,2023-12-23,loyal
1014,Pune,2023-12-14,new
1015,Mumbai,2023-07-04,returning
1016,Mumbai,2024-11-13,returning
1017,Hyderabad,2024-12-12,new
1018,Bengaluru,2023-10-05,returning
1019,Delhi,2023-09-04,new
1020,Mumbai,2023-01-30,returning
1021,Hyderabad,2023-02-24,returning
1022,Mumbai,2023-04-05,new
1023,Pune,2022-09-04,returning
1024,Hyderabad,2023-04-10,new
1025,Mumbai,2024-09-15,returning
1026,Bengaluru,2022-10-28,returning
1027,Bengaluru,2024-06-09,returning
1028,Hyderabad,2024-07-21,returning
1029,Delhi,2024-06-03,returning
1030,Hyderabad,2024-05-06,returning
1031,Pune,2024-09-10,returning
1032,Chennai,2024-08-02,loyal
1033,Delhi,2024-10-17,new
1034,Mumbai,2024-04-14,returning
1035,Bengaluru,2024-03-04,new
1036,Hyderabad,2022-09-22,new
1037,Bengaluru,2024-03-10,returning
1038,Delhi,2023-10-23,new
1039,Pune,2022-11-17,new
1040,Mumbai,2024-08-13,new
1041,Pune,2024-01-01,loyal
1042,Pune,2024-04-02,new
1043,Bengaluru,2022-09-20,new
1044,Chennai,2023-11-19,new
1045,Delhi,2023-12-04,returning
1046,Mumbai,2023-10-28,loyal
1047,Hyderabad,2024-09-08,returning
1048,Hyderabad,2022-08-21,returning
1049,Bengaluru,2023-05-08,returning
1050,Hyderabad,2023-10-11,returning
1051,Mumbai,2023-12-31,loyal
1052,Delhi,2022-08-27,loyal
1053,Chennai,2023-08-26,new
1054,Bengaluru,2023-11-07,new
1055,Bengaluru,2023-03-03,returning
1056,Mumbai,2023-02-07,returning
1057,Mumbai,2022-12-22,loyal
1058,Pune,2023-02-16,returning
1059,Delhi,2023-01-28,new
1060,Delhi,2023-02-24,returning
1061,Delhi,2023-02-22,returning
1062,Pune,2022-08-26,loyal
1063,Hyderabad,2023-04-15,returning
1064,Mumbai,2024-07-25,returning
1065,Pune,2023-08-13,new
1066,Bengaluru,2023-08-17,returning
1067,Hyderabad,2024-03-23,new
1068,Bengaluru,2023-03-15,loyal
1069,Bengaluru,2024-10-13,loyal
1070,Hyderabad,2023-10-01,returning
1071,Hyderabad,2024-02-13,returning
1072,Hyderabad,2023-03-04,returning
1073,Mumbai,2024-11-26,new
1074,Delhi,2024-09-30,loyal
1075,Bengaluru,2023-03-21,returning
1076,Mumbai,2024-06-04,returning
1077,Bengaluru,2024-01-18,new
1078,Pune,2024-05-18,returning
1079,Mumbai,2022-11-08,returning
1080,Bengaluru,2023-03-01,returning
1081,Delhi,2024-09-24,new
1082,Bengaluru,2024-01-18,returning
1083,Bengaluru,2022-10-05,returning
1084,Hyderabad,2023-01-14,loyal
1085,Hyderabad,2023-08-16,returning
1086,Bengaluru,2022-12-25,new
1087,Hyderabad,2024-06-15,loyal
1088,Hyderabad,2023-11-26,loyal
1089,Delhi,2024-06-20,new
1090,Hyderabad,2023-11-04,returning
1091,Mumbai,2023-02-13,loyal
1092,Bengaluru,2023-09-28,returning
1093,Hyderabad,2023-08-04,returning
1094,Delhi,2023-07-08,returning
1095,Pune,2023-10-16,returning
1096,Delhi,2023-07-31,loyal
1097,Mumbai,2023-01-24,returning
1098,Hyderabad,2024-08-23,returning
1099,Pune,2023-04-22,returning
1100,Bengaluru,2023-12-05,returning
1101,Delhi,2023-01-23,new
1102,Chennai,2024-01-16,returning
1103,Hyderabad,2024-08-18,returning
1104,Mumbai,2022-11-27,loyal
1105,Pune,2023-06-21,returning
1106,Mumbai,2023-06-15,new
1107,Delhi,2023-04-03,returning
1108,Hyderabad,2023-02-13,returning
1109,Mumbai,2024-07-03,returning
1110,Delhi,2024-02-06,loyal
1111,Bengaluru,2023-06-06,returning
1112,Delhi,2023-02-18,returning
1113,Mumbai,2022-08-24,loyal
1114,Delhi,2023-10-27,returning
1115,Bengaluru,2024-12-07,new
1116,Hyderabad,2024-11-05,loyal
1117,Chennai,2024-07-21,returning
1118,Pune,2024-08-05,returning
1119,Hyderabad,2024-03-05,returning
1120,Pune,2023-12-31,new
1121,Delhi,2022-07-28,returning
1122,Delhi,2024-05-17,returning
1123,Mumbai,2024-05-03,loyal
1124,Bengaluru,2023-01-20,returning
1125,Bengaluru,2023-12-08,loyal
1126,Bengaluru,2023-01-31,returning
1127,Delhi,2024-12-19,new
1128,Delhi,2022-07-27,loyal
1129,Hyderabad,2022-09-05,returning
1130,Mumbai,2023-01-06,loyal
1131,Delhi,2023-06-22,new
1132,Chennai,2022-12-21,new
1133,Chennai,2024-07-04,new
1134,Delhi,2024-07-08,new
1135,Bengaluru,2024-11-21,returning
1136,Hyderabad,2024-08-21,loyal
1137,Bengaluru,2024-12-27,returning
1138,Hyderabad,2024-07-27,loyal
1139,Hyderabad,2023-05-01,loyal
1140,Pune,2023-04-12,returning
1141,Mumbai,2022-10-16,returning
1142,Delhi,2022-10-22,returning
1143,Mumbai,2024-06-27,loyal
1144,Bengaluru,2024-07-22,returning
1145,Bengaluru,2024-09-29,loyal
1146,Bengaluru,2023-02-22,returning
1147,Chennai,2024-05-23,returning
1148,Chennai,2023-09-03,loyal
1149,Hyderabad,2023-03-09,returning
1150,Hyderabad,2023-10-03,returning
1151,Hyderabad,2023-04-06,new
1152,Bengaluru,2024-02-08,loyal
1153,Bengaluru,2024-09-07,returning
1154,Hyderabad,2024-03-18,returning
1155,Bengaluru,2022-11-05,loyal
1156,Bengaluru,2023-10-03,new
1157,Hyderabad,2023-03-06,returning
1158,Hyderabad,2024-09-25,loyal
1159,Mumbai,2023-07-01,returning
1160,Delhi,2024-05-31,loyal
1161,Delhi,2022-07-31,loyal
1162,Mumbai,2024-06-05,returning
1163,Delhi,2022-12-04,returning
1164,Delhi,2024-10-20,new
1165,Delhi,2023-09-19,new
1166,Hyderabad,2024-10-18,loyal
1167,Hyderabad,2023-06-10,loyal
1168,Bengaluru,2024-04-12,returning
1169,Bengaluru,2023-11-14,new
1170,Hyderabad,2023-02-12,new
1171,Mumbai,2022-12-26,loyal
1172,Hyderabad,2023-05-13,loyal
1173,Chennai,2024-01-01,new
1174,Delhi,2022-10-19,returning
1175,Delhi,2024-03-19,returning
1176,Pune,2023-11-24,new
1177,Mumbai,2024-07-25,new
1178,Delhi,2023-11-28,loyal
1179,Chennai,2024-03-05,new
1180,Pune,2023-02-08,loyal
1181,Delhi,2022-07-29,returning
1182,Mumbai,2024-12-21,returning
1183,Hyderabad,2024-08-28,returning
1184,Mumbai,2023-11-25,loyal
1185,Hyderabad,2024-02-24,returning
1186,Bengaluru,2022-12-20,returning
1187,Pune,2023-03-12,new
1188,Hyderabad,2024-06-27,loyal
1189,Hyderabad,2024-06-17,returning
1190,Pune,2023-06-01,loyal
1191,Bengaluru,2023-06-19,returning
1192,Delhi,2024-03-10,new
1193,Delhi,2024-06-13,returning
1194,Bengaluru,2024-01-29,returning
1195,Hyderabad,2024-05-06,returning
1196,Bengaluru,2024-06-17,returning
1197,Mumbai,2023-04-11,returning
1198,Mumbai,2024-07-29,returning
1199,Chennai,2024-02-13,new
1200,Hyderabad,2024-02-16,new
